180,,,alternative,0.025,huber,0.028,,,exists,0.027,growth,0.026,,,proposes,0.025,labour,0.029,,,argues,0.025
181,,,british,0.025,humanizing,0.028,,,ideal,0.027,grzymala,0.026,,,question,0.025,relationship,0.029,,,associated,0.025
182,,,come,0.025,hungarian,0.028,,,include,0.027,harbour,0.026,,,remittance,0.025,country,0.026,,,assumption,0.025
183,,,compare,0.025,immediate,0.028,,,increasing,0.027,identifies,0.026,,,response,0.025,critical,0.026,,,century,0.025
184,,,complexity,0.025,imperial,0.028,,,inequality,0.027,ignite,0.026,,,return,0.025,field,0.026,,,comparison,0.025
185,,,create,0.025,import,0.028,,,influence,0.027,immense,0.026,,,schiller,0.025,finally,0.026,,,empirical,0.025
186,,,current,0.025,initially,0.028,,,inter,0.027,indeed,0.026,,,scientific,0.025,finding,0.026,,,examines,0.025
187,,,describe,0.025,innocence,0.028,,,necessary,0.027,indicates,0.026,,,society,0.025,form,0.026,,,greater,0.025
188,,,distinctive,0.025,inquire,0.028,,,propose,0.027,industrial,0.026,,,take,0.025,however,0.026,,,largely,0.025
189,,,however,0.025,intellectualization,0.028,,,rethinking,0.027,informs,0.026,,,two,0.025,mobility,0.026,,,might,0.025
190,,,increasing,0.025,intensive,0.028,,,several,0.027,intended,0.026,,,without,0.025,perspective,0.026,,,native,0.025
191,,,large,0.025,justify,0.028,,,similarity,0.027,intention,0.026,,,across,0.022,policy,0.026,,,number,0.025
192,,,life,0.025,kingdom,0.028,,,variable,0.027,intergenerational,0.026,,,border,0.022,political,0.026,,,race,0.025
193,,,mechanism,0.025,labelled,0.028,,,account,0.024,intersectionality,0.026,,,class,0.022,three,0.026,,,self,0.025
194,,,multi,0.025,leaf,0.028,,,affect,0.024,introduced,0.026,,,describe,0.022,within,0.026,,,special,0.025
195,,,nation,0.025,learned,0.028,,,agenda,0.024,juxtaposed,0.026,,,disciplinary,0.022,process,0.024,,,third,0.025
196,,,neighbourhood,0.025,leonardo,0.028,,,analytical,0.024,kazlowska,0.026,,,distinction,0.022,role,0.024,,,yet,0.025
197,,,offer,0.025,lesson,0.028,,,argues,0.024,lacked,0.026,,,existing,0.022,show,0.024,,,different,0.024
198,,,policy,0.025,lived,0.028,,,around,0.024,lately,0.026,,,experience,0.022,understanding,0.024,,,level,0.024
199,,,position,0.025,locating,0.028,,,beyond,0.024,legally,0.026,,,force,0.022,way,0.024,,,case,0.023
200,,,receiving,0.025,location,0.028,,,comparing,0.024,maker,0.026,,,form,0.022,analysis,0.022,,,changing,0.023
201,,,stage,0.025,locked,0.028,,,connection,0.024,meissner,0.026,,,foundation,0.022,different,0.022,,,concludes,0.023
202,,,towards,0.025,maintains,0.028,,,developed,0.024,migranticization,0.026,,,fundamental,0.022,level,0.022,,,discussion,0.023
203,,,within,0.025,manchester,0.028,,,examines,0.024,migranticize,0.026,,,institution,0.022,article,0.019,,,find,0.023
204,,,article,0.024,marginalizes,0.028,,,fail,0.024,modality,0.026,,,integrate,0.022,,,,,hypothesis,0.023
205,,,context,0.023,mark,0.028,,,literature,0.024,multidimensional,0.026,,,long,0.022,,,,,make,0.023
206,,,role,0.023,mediated,0.028,,,population,0.024,naturalize,0.026,,,multiculturalism,0.022,,,,,non,0.023
207,,,associated,0.022,micoraggressions,0.028,,,potential,0.024,naturalizing,0.026,,,notion,0.022,,,,,particular,0.023
208,,,assumption,0.022,music,0.028,,,structure,0.024,neoliberal,0.026,,,origin,0.022,,,,,post,0.023
209,,,consider,0.022,neo,0.028,,,yet,0.024,next,0.026,,,others,0.022,,,,,set,0.023
210,,,contribute,0.022,networkshave,0.028,,,category,0.021,nine,0.026,,,problem,0.022,,,,,various,0.023
211,,,cross,0.022,observing,0.028,,,discourse,0.021,normalization,0.026,,,related,0.022,,,,,contemporary,0.021
212,,,doe,0.022,opposition,0.028,,,discussion,0.021,novel,0.026,,,significant,0.022,,,,,data,0.021
213,,,dynamic,0.022,organisation,0.028,,,effect,0.021,ongoing,0.026,,,socio,0.022,,,,,first,0.021
214,,,highlight,0.022,outreach,0.028,,,example,0.021,organized,0.026,,,would,0.022,,,,,important,0.021
215,,,identification,0.022,overall,0.028,,,four,0.021,originates,0.026,,,role,0.021,,,,,nature,0.021
216,,,multiple,0.022,paradox,0.028,,,general,0.021,partially,0.026,,,state,0.021,,,,,using,0.021
217,,,past,0.022,parental,0.028,,,identify,0.021,pertaining,0.026,,,argument,0.02,,,,,accommodates,0.019
218,,,structural,0.022,pedagogically,0.028,,,including,0.021,pertinent,0.026,,,broader,0.02,,,,,accompany,0.019
219,,,system,0.022,perpetrator,0.028,,,key,0.021,phillimore,0.026,,,challenge,0.02,,,,,accompanying,0.019
220,,,union,0.022,pole,0.028,,,make,0.021,plea,0.026,,,conclude,0.02,,,,,achieved,0.019
221,,,world,0.022,politics,0.028,,,upon,0.021,positionality,0.026,,,connection,0.02,,,,,acquisition,0.019
222,,,adaptation,0.02,poorer,0.028,,,various,0.021,positioning,0.026,,,decade,0.02,,,,,adduced,0.019
223,,,britain,0.02,porter,0.028,,,approach,0.019,proposition,0.026,,,dominant,0.02,,,,,adopted,0.019
224,,,changing,0.02,powerful,0.028,,,drawing,0.019,reasoning,0.026,,,introduction,0.02,,,,,ahead,0.019
225,,,condition,0.02,predicament,0.028,,,nature,0.019,received,0.026,,,lead,0.02,,,,,along,0.019
226,,,economic,0.02,prepare,0.028,,,recent,0.019,recognizing,0.026,,,might,0.02,,,,,alter,0.019
227,,,especially,0.02,privileged,0.028,,,relationship,0.019,reconsidered,0.026,,,potential,0.02,,,,,apparently,0.019
228,,,four,0.02,procedural,0.028,,,result,0.019,reflect,0.026,,,recently,0.02,,,,,assertion,0.019
229,,,growing,0.02,profit,0.028,,,two,0.019,reflecting,0.026,,,seek,0.02,,,,,assessed,0.019
230,,,including,0.02,prominent,0.028,,,using,0.019,relativeness,0.026,,,structural,0.02,,,,,assimilationist,0.019
231,,,rather,0.02,properly,0.028,,,work,0.019,repositioning,0.026,,,type,0.02,,,,,attaching,0.019
232,,,data,0.018,psychological,0.028,,,across,0.018,reproducing,0.026,,,understand,0.02,,,,,automatic,0.019
233,,,first,0.018,putting,0.028,,,argue,0.018,respond,0.026,,,also,0.019,,,,,autonomy,0.019
234,,,labour,0.018,radar,0.028,,,change,0.018,scalar,0.026,,,different,0.019,,,,,average,0.019
235,,,question,0.018,rank,0.028,,,field,0.018,scattered,0.026,,,level,0.019,,,,,bearing,0.019
236,,,result,0.018,rapidly,0.028,,,finally,0.018,science,0.026,,,acculturation,0.018,,,,,best,0.019
237,,,suggest,0.018,reception,0.028,,,however,0.018,serious,0.026,,,author,0.018,,,,,bottom,0.019
238,,,accessible,0.017,recognized,0.028,,,offer,0.018,sited,0.026,,,belonging,0.018,,,,,breadth,0.019
239,,,accession,0.017,reconstitution,0.028,,,particularly,0.018,solution,0.026,,,building,0.018,,,,,carter,0.019
240,,,acknowledging,0.017,recuperation,0.028,,,political,0.018,stimulate,0.026,,,category,0.018,,,,,categorising,0.019
241,,,acknowledgment,0.017,reduce,0.028,,,public,0.018,suffice,0.026,,,condition,0.018,,,,,cautionary,0.019
242,,,actively,0.017,referendum,0.028,,,relation,0.018,superdiversification,0.026,,,discourse,0.018,,,,,challenging,0.019
243,,,activity,0.017,reframe,0.028,,,scholar,0.018,surpassing,0.026,,,diversity,0.018,,,,,change,0.019
244,,,adequately,0.017,remain,0.028,,,towards,0.018,tackling,0.026,,,economic,0.018,,,,,civix,0.019
245,,,affecting,0.017,responding,0.028,,,within,0.018,talk,0.026,,,growing,0.018,,,,,colony,0.019
246,,,affinity,0.017,revolutionary,0.028,,,based,0.016,territory,0.026,,,non,0.018,,,,,complement,0.019
247,,,alleged,0.017,romanian,0.028,,,context,0.016,theorises,0.026,,,one,0.018,,,,,component,0.019
248,,,allowance,0.017,rzepnikowska,0.028,,,role,0.016,thirty,0.026,,,set,0.018,,,,,consonant,0.019
249,,,allows,0.017,scholastic,0.028,,,cultural,0.015,transit,0.026,,,time,0.018,,,,,contends,0.019
250,,,almost,0.017,secure,0.028,,,different,0.015,undergone,0.026,,,ethnic,0.017,,,,,contested,0.019
251,,,antipodean,0.017,sheer,0.028,,,concept,0.014,underline,0.026,,,difference,0.016,,,,,continued,0.019
252,,,apply,0.017,societyvoluntary,0.028,,,study,0.013,unit,0.026,,,drawing,0.016,,,,,contrast,0.019
253,,,appreciate,0.017,solorzano,0.028,,,,,upside,0.026,,,important,0.016,,,,,controlling,0.019
254,,,argue,0.017,somehow,0.028,,,,,vague,0.026,,,individual,0.016,,,,,corresponds,0.019
255,,,articulated,0.017,stimulates,0.028,,,,,variance,0.026,,,integration,0.016,,,,,credential,0.019
256,,,ascribed,0.017,story,0.028,,,,,vary,0.026,,,practice,0.016,,,,,dark,0.019
257,,,association,0.017,strain,0.028,,,,,varying,0.026,,,result,0.016,,,,,decouple,0.019
258,,,attack,0.017,subtle,0.028,,,,,viewed,0.026,,,suggest,0.016,,,,,deeply,0.019
259,,,attending,0.017,suchhere,0.028,,,,,voice,0.026,,,accepted,0.015,,,,,defensible,0.019
260,,,australian,0.017,superiority,0.028,,,,,voluntary,0.026,,,adapted,0.015,,,,,define,0.019
261,,,basing,0.017,surrounding,0.028,,,,,west,0.026,,,addressed,0.015,,,,,delineating,0.019
262,,,beaverstock,0.017,systemically,0.028,,,,,worldwide,0.026,,,administrative,0.015,,,,,discern,0.019
263,,,bind,0.017,target,0.028,,,,,national,0.024,,,always,0.015,,,,,discredited,0.019
264,,,bridge,0.017,tension,0.028,,,,,show,0.024,,,analysed,0.015,,,,,disreputable,0.019
265,,,broad,0.017,theorize,0.028,,,,,understanding,0.024,,,ancestral,0.015,,,,,distance,0.019
266,,,canadian,0.017,traditional,0.028,,,,,adopt,0.023,,,application,0.015,,,,,dominated,0.019
267,,,caring,0.017,truth,0.028,,,,,advancement,0.023,,,applied,0.015,,,,,driving,0.019
268,,,carving,0.017,unsatisfactory,0.028,,,,,age,0.023,,,applies,0.015,,,,,educationally,0.019
269,,,castells,0.017,utility,0.028,,,,,amsterdam,0.023,,,argue,0.015,,,,,elementary,0.019
270,,,certain,0.017,utilize,0.028,,,,,area,0.023,,,articulating,0.015,,,,,embryonic,0.019
271,,,character,0.017,version,0.028,,,,,asks,0.023,,,associating,0.015,,,,,emphasizing,0.019
272,,,circulate,0.017,virtue,0.028,,,,,became,0.023,,,asylum,0.015,,,,,enabling,0.019
273,,,classic,0.017,visual,0.028,,,,,brussels,0.023,,,asymmetry,0.015,,,,,encompass,0.019
274,,,communal,0.017,whitewashing,0.028,,,,,call,0.023,,,attribute,0.015,,,,,english,0.019
275,,,comparability,0.017,wield,0.028,,,,,changed,0.023,,,backlash,0.015,,,,,enter,0.019
276,,,competing,0.017,woman,0.028,,,,,citizen,0.023,,,backward,0.015,,,,,equated,0.019
277,,,complementary,0.017,worker,0.028,,,,,civil,0.023,,,bakewell,0.015,,,,,essential,0.019
278,,,complete,0.017,wretched,0.028,,,,,consequence,0.023,,,baulk,0.015,,,,,excluded,0.019
279,,,connects,0.017,xenophobic,0.028,,,,,correspond,0.023,,,beguiling,0.015,,,,,exhaustive,0.019
280,,,constitutes,0.017,zone,0.028,,,,,cosmopolitanism,0.023,,,belong,0.015,,,,,experiencing,0.019
281,,,construct,0.017,european,0.026,,,,,crisis,0.023,,,binary,0.015,,,,,expression,0.019
282,,,contact,0.017,process,0.026,,,,,date,0.023,,,blamed,0.015,,,,,facilitated,0.019
283,,,continuing,0.017,acknowledge,0.024,,,,,development,0.023,,,bounded,0.015,,,,,faith,0.019
284,,,contractual,0.017,actual,0.024,,,,,differential,0.023,,,built,0.015,,,,,fault,0.019
285,,,contradictory,0.017,addition,0.024,,,,,discipline,0.023,,,capable,0.015,,,,,feliciano,0.019
286,,,cooperation,0.017,already,0.024,,,,,diverging,0.023,,,cape,0.015,,,,,fill,0.019
287,,,corporation,0.017,also,0.024,,,,,dramatically,0.023,,,capturing,0.015,,,,,five,0.019
288,,,countriesfrance,0.017,although,0.024,,,,,eight,0.023,,,celebrated,0.015,,,,,florida,0.019
289,,,creative,0.017,attempting,0.024,,,,,emerged,0.023,,,childhood,0.015,,,,,form,0.019
290,,,critial,0.017,benefit,0.024,,,,,entail,0.023,,,close,0.015,,,,,former,0.019
291,,,determined,0.017,body,0.024,,,,,ethnicization,0.023,,,coherent,0.015,,,,,fournier,0.019
292,,,deviation,0.017,concrete,0.024,,,,,ethnography,0.023,,,coincides,0.015,,,,,fragmentation,0.019
293,,,dichotomy,0.017,conventional,0.024,,,,,fuller,0.023,,,collins,0.015,,,,,fuzzier,0.019
294,,,disintegrative,0.017,creating,0.024,,,,,gender,0.023,,,combine,0.015,,,,,goal,0.019
295,,,display,0.017,crisis,0.024,,,,,historically,0.023,,,competency,0.015,,,,,goodman,0.019
296,,,district,0.017,demonstrate,0.024,,,,,innovative,0.023,,,compulsion,0.015,,,,,granted,0.019
297,,,divided,0.017,depth,0.024,,,,,insight,0.023,,,conceptualise,0.015,,,,,hierarchical,0.019
298,,,divorced,0.017,desirable,0.024,,,,,interconnectedness,0.023,,,configuration,0.015,,,,,hiring,0.019
299,,,duisburg,0.017,discussing,0.024,,,,,intersectional,0.023,,,confined,0.015,,,,,hour,0.019
300,,,dutch,0.017,distributed,0.024,,,,,journal,0.023,,,conformity,0.015,,,,,hypothesized,0.019
301,,,easily,0.017,domination,0.024,,,,,kind,0.023,,,connect,0.015,,,,,included,0.019
302,,,ehrkamp,0.017,earlier,0.024,,,,,legal,0.023,,,constitutive,0.015,,,,,includes,0.019
303,,,elective,0.017,emerge,0.024,,,,,lens,0.023,,,contexuality,0.015,,,,,independent,0.019
304,,,embody,0.017,emerging,0.024,,,,,located,0.023,,,continue,0.015,,,,,index,0.019
305,,,emotional,0.017,entail,0.024,,,,,measure,0.023,,,contoured,0.015,,,,,inflow,0.019
306,,,empirically,0.017,following,0.024,,,,,methodologically,0.023,,,contradicting,0.015,,,,,inhibit,0.019
307,,,encouraged,0.017,gaze,0.024,,,,,nationalism,0.023,,,contributor,0.015,,,,,instance,0.019
308,,,enrich,0.017,good,0.024,,,,,nowadays,0.023,,,core,0.015,,,,,investigate,0.019
309,,,entered,0.017,ideology,0.024,,,,,old,0.023,,,counteract,0.015,,,,,involve,0.019
310,,,entirely,0.017,illustrates,0.024,,,,,original,0.023,,,counterpoise,0.015,,,,,jacobson,0.019
311,,,erdal,0.017,illustrating,0.024,,,,,originally,0.023,,,critiquing,0.015,,,,,join,0.019
312,,,ersanilli,0.017,immigrant,0.024,,,,,outlined,0.023,,,crosscutting,0.015,,,,,joining,0.019
313,,,essay,0.017,importance,0.024,,,,,outside,0.023,,,darieva,0.015,,,,,kasinitz,0.019
314,,,eurostars,0.017,inclusion,0.024,,,,,paradigm,0.023,,,demand,0.015,,,,,largest,0.019
315,,,exchange,0.017,inform,0.024,,,,,posit,0.023,,,deriving,0.015,,,,,learning,0.019
316,,,exclude,0.017,innovative,0.024,,,,,previously,0.023,,,design,0.015,,,,,leaver,0.019
317,,,expatriate,0.017,interracial,0.024,,,,,reference,0.023,,,determinant,0.015,,,,,lee,0.019
318,,,expectation,0.017,invisible,0.024,,,,,referred,0.023,,,devoted,0.015,,,,,lessening,0.019
319,,,experience,0.017,left,0.024,,,,,reflexivity,0.023,,,difficulty,0.015,,,,,limiting,0.019
320,,,exploration,0.017,logic,0.024,,,,,relational,0.023,,,direction,0.015,,,,,litmus,0.019
321,,,explored,0.017,looking,0.024,,,,,respect,0.023,,,disadvantage,0.015,,,,,maintained,0.019
322,,,extended,0.017,map,0.024,,,,,right,0.023,,,discrepancy,0.015,,,,,mandatory,0.019
323,,,forge,0.017,material,0.024,,,,,schiller,0.023,,,dismissing,0.015,,,,,manifestation,0.019
324,,,formulation,0.017,meaning,0.024,,,,,small,0.023,,,disparity,0.015,,,,,marker,0.019
325,,,functional,0.017,myth,0.024,,,,,status,0.023,,,dispersion,0.015,,,,,massive,0.019
326,,,germanythat,0.017,noted,0.024,,,,,stratified,0.023,,,diversely,0.015,,,,,metropolitan,0.019
327,,,glh,0.017,opposed,0.024,,,,,subject,0.023,,,division,0.015,,,,,modest,0.019
328,,,granovetter,0.017,order,0.024,,,,,thinking,0.023,,,domic,0.015,,,,,modify,0.019
329,,,grasp,0.017,outlined,0.024,,,,,tradition,0.023,,,dualism,0.015,,,,,module,0.019
330,,,grass,0.017,outside,0.024,,,,,transnationality,0.023,,,effective,0.015,,,,,mollenkopf,0.019
331,,,heavily,0.017,overcoming,0.024,,,,,turned,0.023,,,effectively,0.015,,,,,multiethnic,0.019
332,,,helpful,0.017,perceived,0.024,,,,,western,0.023,,,elaborating,0.015,,,,,name,0.019
333,,,herald,0.017,practical,0.024,,,,,african,0.02,,,encourages,0.015,,,,,nearly,0.019
334,,,heralding,0.017,promoting,0.024,,,,,alternative,0.02,,,end,0.015,,,,,neckerman,0.019
335,,,hope,0.017,provided,0.024,,,,,asian,0.02,,,endogenous,0.015,,,,,normatively,0.019
336,,,hows,0.017,purpose,0.024,,,,,ask,0.02,,,entity,0.015,,,,,obligatory,0.019
337,,,impede,0.017,put,0.024,,,,,border,0.02,,,epoch,0.015,,,,,obtain,0.019
338,,,increase,0.017,reflexive,0.024,,,,,build,0.02,,,equation,0.015,,,,,occupationally,0.019
339,,,indispensable,0.017,remains,0.024,,,,,considerable,0.02,,,ethnographically,0.015,,,,,occur,0.019
340,,,interethnic,0.017,representation,0.024,,,,,consideration,0.02,,,ever,0.015,,,,,offer,0.019
341,,,interpersonal,0.017,right,0.024,,,,,critically,0.02,,,examining,0.015,,,,,offering,0.019
342,,,interrogate,0.017,rule,0.024,,,,,crul,0.02,,,expansive,0.015,,,,,ordering,0.019
343,,,investigates,0.017,search,0.024,,,,,differentiated,0.02,,,expect,0.015,,,,,overwhelmingly,0.019
344,,,joined,0.017,seven,0.024,,,,,effort,0.02,,,explanation,0.015,,,,,partner,0.019
345,,,joppke,0.017,shaping,0.024,,,,,existing,0.02,,,explicitly,0.015,,,,,peak,0.019
346,,,kin,0.017,shifted,0.024,,,,,foundation,0.02,,,extending,0.015,,,,,permanently,0.019
347,,,kinship,0.017,solidarity,0.024,,,,,global,0.02,,,extension,0.015,,,,,permeable,0.019
348,,,kivisto,0.017,step,0.024,,,,,globalisation,0.02,,,failed,0.015,,,,,perspective,0.019
349,,,kofman,0.017,subordinate,0.024,,,,,highlighting,0.02,,,feature,0.015,,,,,plausibility,0.019
350,,,koopmans,0.017,subsequently,0.024,,,,,increasing,0.02,,,feminist,0.015,,,,,politically,0.019
351,,,lexicon,0.017,subset,0.024,,,,,inequality,0.02,,,fieldwork,0.015,,,,,poor,0.019
352,,,lifecourse,0.017,symbolic,0.024,,,,,integrate,0.02,,,figured,0.015,,,,,potentially,0.019
353,,,locally,0.017,taking,0.024,,,,,interplay,0.02,,,finding,0.015,,,,,predominantly,0.019
354,,,locate,0.017,thinking,0.024,,,,,language,0.02,,,fixity,0.015,,,,,prepares,0.019
355,,,loosely,0.017,thought,0.024,,,,,line,0.02,,,follow,0.015,,,,,pressure,0.019
356,,,mapping,0.017,toward,0.024,,,,,methodology,0.02,,,foreigner,0.015,,,,,primarily,0.019
357,,,marginalised,0.017,turned,0.024,,,,,multiculturalism,0.02,,,fragmented,0.015,,,,,promote,0.019
358,,,marxloh,0.017,varied,0.024,,,,,notion,0.02,,,friction,0.015,,,,,prospect,0.019
359,,,mass,0.017,welfare,0.024,,,,,opportunity,0.02,,,fruitful,0.015,,,,,protective,0.019
360,,,measured,0.017,word,0.024,,,,,perception,0.02,,,functionalism,0.015,,,,,rainbow,0.019
361,,,meta,0.017,concept,0.022,,,,,primary,0.02,,,geopolitical,0.015,,,,,ramification,0.019
362,,,migrated,0.017,analytic,0.021,,,,,rethinking,0.02,,,giddens,0.015,,,,,randomly,0.019
363,,,mosque,0.017,ask,0.021,,,,,see,0.02,,,globalization,0.015,,,,,reached,0.019
364,,,mulholland,0.017,assume,0.021,,,,,service,0.02,,,globe,0.015,,,,,redraw,0.019
365,,,nannestad,0.017,back,0.021,,,,,shape,0.02,,,grown,0.015,,,,,refers,0.019
366,,,narrow,0.017,basic,0.021,,,,,shaped,0.02,,,gruner,0.015,,,,,reflects,0.019
367,,,nationhood,0.017,begin,0.021,,,,,shift,0.02,,,haas,0.015,,,,,relates,0.019
368,,,neglected,0.017,british,0.021,,,,,significant,0.02,,,hierarchy,0.015,,,,,relation,0.019
369,,,nuanced,0.017,compare,0.021,,,,,socio,0.02,,,home,0.015,,,,,remark,0.019
370,,,obligation,0.017,critically,0.021,,,,,sphere,0.02,,,however,0.015,,,,,report,0.019
371,,,odds,0.017,disciplinary,0.021,,,,,therefore,0.02,,,idiom,0.015,,,,,responsible,0.019
372,,,oeppen,0.017,distinguish,0.021,,,,,thus,0.02,,,illustrated,0.015,,,,,responsive,0.019
373,,,official,0.017,economy,0.021,,,,,tie,0.02,,,image,0.015,,,,,returned,0.019
374,,,older,0.017,employed,0.021,,,,,transnationalism,0.02,,,imagination,0.015,,,,,rewarded,0.019
375,,,operative,0.017,ethnographic,0.021,,,,,transnationally,0.02,,,imagined,0.015,,,,,said,0.019
376,,,opposite,0.017,event,0.021,,,,,variable,0.02,,,immobility,0.015,,,,,sake,0.019
377,,,origin,0.017,exists,0.021,,,,,account,0.018,,,impeded,0.015,,,,,scene,0.019
378,,,overlooking,0.017,focused,0.021,,,,,agenda,0.018,,,implemented,0.015,,,,,school,0.019
379,,,pacific,0.017,focusing,0.021,,,,,around,0.018,,,inability,0.015,,,,,scientist,0.019
380,,,pair,0.017,foundation,0.021,,,,,associated,0.018,,,incorporated,0.015,,,,,separated,0.019
381,,,parameter,0.017,fundamental,0.021,,,,,assumption,0.018,,,incorporates,0.015,,,,,sequel,0.019
382,,,person,0.017,idea,0.021,,,,,attention,0.018,,,indirect,0.015,,,,,setting,0.019
383,,,perspective,0.017,identifying,0.021,,,,,comparing,0.018,,,individualistic,0.015,,,,,severely,0.019
384,,,political,0.017,institutionalized,0.021,,,,,comparison,0.018,,,inherent,0.015,,,,,sign,0.019
385,,,positively,0.017,interplay,0.021,,,,,connection,0.018,,,inquiry,0.015,,,,,signal,0.019
386,,,posted,0.017,job,0.021,,,,,contribute,0.018,,,introducing,0.015,,,,,silberman,0.019
387,,,pragmatic,0.017,liberal,0.021,,,,,critique,0.018,,,item,0.015,,,,,sketch,0.019
388,,,preceding,0.017,life,0.021,,,,,cross,0.018,,,journey,0.015,,,,,skinned,0.019
389,,,precondition,0.017,long,0.021,,,,,dynamic,0.018,,,king,0.015,,,,,sociologically,0.019
390,,,producer,0.017,methodology,0.021,,,,,experienced,0.018,,,know,0.015,,,,,song,0.019
391,,,proficiency,0.017,movement,0.021,,,,,highlight,0.018,,,landolt,0.015,,,,,specifying,0.019
392,,,promotes,0.017,perception,0.021,,,,,host,0.018,,,lay,0.015,,,,,start,0.019
393,,,questioned,0.017,project,0.021,,,,,international,0.018,,,leading,0.015,,,,,straight,0.019
394,,,ranging,0.017,racialized,0.021,,,,,main,0.018,,,lean,0.015,,,,,strategic,0.019
395,,,rationale,0.017,relatively,0.021,,,,,might,0.018,,,learn,0.015,,,,,streamed,0.019
396,,,ravel,0.017,risk,0.021,,,,,mobile,0.018,,,legitimate,0.015,,,,,substantially,0.019
397,,,reciprocity,0.017,scholarly,0.021,,,,,outcome,0.018,,,localisation,0.015,,,,,suffered,0.019
398,,,reconfigured,0.017,sector,0.021,,,,,power,0.018,,,lost,0.015,,,,,summarize,0.019
399,,,refer,0.017,see,0.021,,,,,recently,0.018,,,managing,0.015,,,,,taboo,0.019
400,,,refugee,0.017,sense,0.021,,,,,researcher,0.018,,,meaningful,0.015,,,,,tenuous,0.019
401,,,region,0.017,shape,0.021,,,,,seek,0.018,,,mediation,0.015,,,,,thematic,0.019
402,,,regulation,0.017,situation,0.021,,,,,south,0.018,,,meeting,0.015,,,,,thomson,0.019
403,,,relocation,0.017,sociological,0.021,,,,,used,0.018,,,mexico,0.015,,,,,took,0.019
404,,,remarkably,0.017,successful,0.021,,,,,aim,0.016,,,migrancy,0.015,,,,,traffic,0.019
405,,,reproduce,0.017,thus,0.021,,,,,category,0.016,,,mind,0.015,,,,,tran,0.019
406,,,reproducer,0.017,affect,0.019,,,,,child,0.016,,,mission,0.015,,,,,ultimate,0.019
407,,,required,0.017,argument,0.019,,,,,complex,0.016,,,missionary,0.015,,,,,underclass,0.019
408,,,researched,0.017,around,0.019,,,,,discourse,0.016,,,moral,0.015,,,,,underpinning,0.019
409,,,residence,0.017,attention,0.019,,,,,four,0.016,,,moreover,0.015,,,,,unemployment,0.019
410,,,restriction,0.017,attitude,0.019,,,,,growing,0.016,,,mythscapes,0.015,,,,,universal,0.019
411,,,restrictive,0.017,better,0.019,,,,,human,0.016,,,normalises,0.015,,,,,unprecedented,0.019
412,,,retention,0.017,characteristic,0.019,,,,,immigration,0.016,,,nostalgia,0.015,,,,,unsuccessful,0.019
413,,,reunification,0.017,consider,0.019,,,,,make,0.016,,,nostalgic,0.015,,,,,upward,0.019
414,,,reviewed,0.017,critique,0.019,,,,,member,0.016,,,noting,0.015,,,,,usa,0.019
415,,,revisits,0.017,debate,0.019,,,,,often,0.016,,,numerous,0.015,,,,,versa,0.019
416,,,rewarding,0.017,explain,0.019,,,,,place,0.016,,,obstacle,0.015,,,,,vice,0.019
417,,,rural,0.017,fail,0.019,,,,,post,0.016,,,operate,0.015,,,,,virtually,0.019
418,,,sale,0.017,formation,0.019,,,,,rather,0.016,,,optic,0.015,,,,,wage,0.019
419,,,scalarity,0.017,greater,0.019,,,,,religion,0.016,,,orientation,0.015,,,,,waldinger,0.019
420,,,scholar,0.017,historical,0.019,,,,,scholarship,0.016,,,outlining,0.015,,,,,willing,0.019
421,,,sectorality,0.017,international,0.019,,,,,segmented,0.016,,,overly,0.015,,,,,wisdom,0.019
422,,,settler,0.017,introduction,0.019,,,,,space,0.016,,,panic,0.015,,,,,witnessing,0.019
423,,,shadowy,0.017,many,0.019,,,,,time,0.016,,,partial,0.015,,,,,working,0.019
424,,,short,0.017,much,0.019,,,,,whether,0.016,,,peripheral,0.015,,,,,show,0.017
425,,,siara,0.017,narrative,0.019,,,,,capital,0.015,,,perpetuating,0.015,,,,,actor,0.016
426,,,simply,0.017,network,0.019,,,,,common,0.015,,,persistence,0.015,,,,,adopt,0.016
427,,,societiesas,0.017,past,0.019,,,,,conceptual,0.015,,,perspective,0.015,,,,,albeit,0.016
428,,,specify,0.017,pathway,0.019,,,,,contemporary,0.015,,,pilgrim,0.015,,,,,already,0.016
429,,,spokesperson,0.017,population,0.019,,,,,framework,0.015,,,posse,0.015,,,,,ambiguity,0.016
430,,,spontaneous,0.017,positive,0.019,,,,,future,0.015,,,postmodern,0.015,,,,,applying,0.016
431,,,statement,0.017,power,0.019,,,,,individual,0.015,,,potentiality,0.015,,,,,argued,0.016
432,,,straddling,0.017,structure,0.019,,,,,nature,0.015,,,practising,0.015,,,,,asks,0.016
433,,,stretch,0.017,system,0.019,,,,,racial,0.015,,,preference,0.015,,,,,attempt,0.016
434,,,suffers,0.017,type,0.019,,,,,since,0.015,,,preventing,0.015,,,,,avenue,0.016
435,,,sunny,0.017,understand,0.019,,,,,understood,0.015,,,prevention,0.015,,,,,benefit,0.016
436,,,superdiverse,0.017,world,0.019,,,,,across,0.013,,,prior,0.015,,,,,changed,0.016
437,,,sustaining,0.017,adaptation,0.017,,,,,among,0.013,,,produce,0.015,,,,,combined,0.016
438,,,syncretism,0.017,britain,0.017,,,,,finally,0.013,,,progress,0.015,,,,,commitment,0.016
439,,,synonymously,0.017,case,0.017,,,,,finding,0.013,,,proliferated,0.015,,,,,conclusion,0.016
