189,call,0.024,genomewide,0.023,existence,0.024,kim,0.025,ancestry,0.023,,,humain,0.018,expect,0.025,iafrate,0.026,used,0.024
190,compact,0.024,great,0.023,existing,0.024,langmead,0.025,applied,0.023,,,iacono,0.018,experience,0.025,ideal,0.026,enables,0.023
191,cooper,0.024,heckerman,0.023,fashion,0.024,latest,0.025,approach,0.023,,,idea,0.018,explore,0.025,ideogram,0.026,genotyping,0.023
192,detail,0.024,hold,0.023,fizames,0.024,law,0.025,bias,0.023,,,implicitly,0.018,ezkurdia,0.025,image,0.026,issue,0.023
193,drosophila,0.024,holland,0.023,flood,0.024,leisch,0.025,effect,0.023,,,imposes,0.018,farnham,0.025,imbalance,0.026,open,0.023
194,experimentally,0.024,ignores,0.023,founding,0.024,limma,0.025,linear,0.023,,,inefficient,0.018,favorably,0.025,inability,0.026,required,0.023
195,green,0.024,implication,0.023,frequency,0.024,liver,0.025,overlap,0.023,,,innovation,0.018,fisher,0.025,inc,0.026,step,0.023
196,hmm,0.024,imprecise,0.023,frigge,0.024,love,0.025,particular,0.023,,,integrate,0.018,forrest,0.025,instrument,0.026,among,0.021
197,homologous,0.024,induces,0.023,fulker,0.024,maechler,0.025,previously,0.023,,,kretzler,0.018,frankish,0.025,integrated,0.026,demonstrate,0.021
198,interactive,0.024,inefficiency,0.023,genethon,0.024,manages,0.025,requires,0.023,,,kretzschmar,0.018,functionally,0.025,intermediate,0.026,first,0.021
199,link,0.024,inheritance,0.023,gudbjartsson,0.024,mane,0.025,true,0.023,,,kwong,0.018,gencodegenes,0.025,jackman,0.026,generated,0.021
200,longer,0.024,kirby,0.023,gudjonsson,0.024,marioni,0.025,additional,0.021,,,lab,0.018,gertz,0.025,kaul,0.026,pair,0.021
201,match,0.024,kresovich,0.023,gulcher,0.024,mason,0.025,consortium,0.021,,,levy,0.018,gingeras,0.025,kilobase,0.026,source,0.021
202,mer,0.024,lange,0.023,gyapay,0.024,medium,0.025,detect,0.021,,,locus,0.018,guernec,0.025,kristiansen,0.026,abajian,0.019
203,mismatch,0.024,maximization,0.023,hallbeck,0.024,mere,0.025,due,0.021,,,luo,0.018,hampered,0.025,krzywinski,0.026,abi,0.019
204,need,0.024,mcmullen,0.023,heterozygosity,0.024,methylation,0.025,evidence,0.021,,,mach,0.018,hariharan,0.025,layout,0.026,actual,0.019
205,presence,0.024,minute,0.023,hint,0.024,moderated,0.025,factor,0.021,,,maintains,0.018,harte,0.025,listewnik,0.026,actually,0.019
206,profiling,0.024,modern,0.023,hudson,0.024,negative,0.025,identify,0.021,,,masked,0.018,hartemink,0.025,literature,0.026,aligns,0.019
207,schwartz,0.024,newton,0.023,ibds,0.024,outlier,0.025,independent,0.021,,,mccarroll,0.018,healthy,0.025,manipulate,0.026,alvarado,0.019
208,server,0.024,nielsen,0.023,ideally,0.024,outline,0.025,result,0.021,,,mcgue,0.018,heritable,0.025,mapping,0.026,ambiguity,0.019
209,seven,0.024,northern,0.023,implies,0.024,pimentel,0.025,sequence,0.021,,,mcinnis,0.018,hit,0.025,marra,0.026,angel,0.019
210,specifically,0.024,novembre,0.023,intensely,0.024,pop,0.025,zhang,0.021,,,mcvean,0.018,hitz,0.025,mcgrath,0.026,anomaly,0.019
211,statistically,0.024,optimization,0.023,interrupted,0.024,processor,0.025,allele,0.019,,,melzer,0.018,hoffman,0.025,median,0.026,answer,0.019
212,suggest,0.024,owing,0.023,jeffreys,0.024,prostate,0.025,among,0.019,,,membership,0.018,hong,0.025,method,0.026,antonescu,0.019
213,validate,0.024,pairwise,0.023,jointly,0.024,protocol,0.025,chromosome,0.019,,,mezzavilla,0.018,howald,0.025,morrison,0.026,apollo,0.019
214,work,0.024,parsimonious,0.023,jonsdottir,0.024,provenance,0.025,fraction,0.019,,,min,0.018,immunoprecipitation,0.025,ndps,0.026,around,0.019
215,comparison,0.023,phenomenon,0.023,kauppi,0.024,pseudogenes,0.025,genomic,0.019,,,modelling,0.018,indicating,0.025,neighboring,0.026,artifact,0.019
216,designed,0.023,plant,0.023,largely,0.024,readout,0.025,hundred,0.019,,,must,0.018,ingle,0.025,occurred,0.026,attempt,0.019
217,fraction,0.023,popularity,0.023,lathrop,0.024,reliance,0.025,provide,0.019,,,nearest,0.018,intron,0.025,olson,0.026,automation,0.019
218,framework,0.023,predict,0.023,marc,0.024,reliant,0.025,related,0.019,,,network,0.018,investigate,0.025,oseroff,0.026,averaging,0.019
219,highly,0.023,pressoir,0.023,masson,0.024,replicable,0.025,simulation,0.019,,,nickerson,0.018,iyer,0.025,parallelized,0.026,avoids,0.019
220,many,0.023,promising,0.023,meant,0.024,replicate,0.025,aae,0.017,,,notable,0.018,jung,0.025,positional,0.026,begun,0.019
221,number,0.023,proposed,0.023,medical,0.024,replicates,0.025,absher,0.017,,,palotie,0.018,karczewski,0.025,prokaryote,0.026,berlin,0.019
222,one,0.023,quadratic,0.023,metacentric,0.024,revealed,0.025,adjusting,0.017,,,pirastu,0.018,karmakar,0.025,prokaryotic,0.026,bioscience,0.019
223,order,0.023,quasi,0.023,might,0.024,rossini,0.025,afzal,0.017,,,polymorphisme,0.018,kasowski,0.025,prompted,0.026,calculator,0.019
224,scale,0.023,recognized,0.023,millasseau,0.024,sawitzki,0.025,albrecht,0.017,,,practicable,0.018,kay,0.025,qian,0.026,cantarel,0.019
225,access,0.021,refer,0.023,morgan,0.024,scaling,0.025,amin,0.017,,,quantity,0.018,key,0.025,relevance,0.026,chimeric,0.019
226,base,0.021,relaxation,0.023,morissette,0.024,short,0.025,amouyel,0.017,,,reconstruct,0.018,kharchenko,0.025,representation,0.026,clip,0.019
227,category,0.021,reliability,0.023,morphology,0.024,shrinkage,0.025,analytically,0.017,,,reconstructing,0.018,kheradpour,0.025,representing,0.026,clone,0.019
228,combine,0.021,relies,0.023,narrow,0.024,site,0.025,arnlov,0.017,,,refine,0.018,knowles,0.025,requisite,0.026,closely,0.019
229,computed,0.021,rely,0.023,neumann,0.024,steady,0.025,arscott,0.017,,,reflects,0.018,kokocinski,0.025,ribbon,0.026,collapsing,0.019
230,contigs,0.021,remarkable,0.023,nonmonotonic,0.024,strength,0.025,arveiler,0.017,,,region,0.018,koller,0.025,rivera,0.026,come,0.019
231,cross,0.021,sabatti,0.023,obviously,0.024,suffice,0.025,asf,0.017,,,repeated,0.018,kundaje,0.025,scatter,0.026,community,0.019
232,deletion,0.021,separated,0.023,offer,0.024,supporting,0.025,asselbergs,0.017,,,rheenen,0.018,lagarde,0.025,scherer,0.026,comprehensively,0.019
233,either,0.021,service,0.023,oligogenic,0.024,survey,0.025,assimes,0.017,,,ripatti,0.018,landt,0.025,screened,0.026,concept,0.019
234,expressed,0.021,sforza,0.023,overly,0.024,tierney,0.025,bandinelli,0.017,,,sala,0.018,lassmann,0.025,segraves,0.026,conclude,0.019
235,feature,0.021,silico,0.023,palsson,0.024,transcriptome,0.025,baron,0.017,,,sampson,0.018,lieb,0.025,sfa,0.026,confidence,0.019
236,furthermore,0.021,snapping,0.023,patchwork,0.024,transcriptomes,0.025,barroso,0.017,,,scheet,0.018,lipovich,0.025,shan,0.026,construct,0.019
237,gap,0.021,solid,0.023,paternal,0.024,translocation,0.025,basic,0.017,,,schoenherr,0.018,living,0.025,shortcoming,0.026,contaminant,0.019
238,group,0.021,solving,0.023,placed,0.024,umd,0.025,beckmann,0.017,,,sidorel,0.018,manually,0.025,simpson,0.026,continuity,0.019
239,intensity,0.021,studying,0.023,plus,0.024,unlock,0.025,beekman,0.017,,,simultaneous,0.018,mapped,0.025,simulated,0.026,convert,0.019
240,likelihood,0.021,suffer,0.023,poorly,0.024,usegalaxy,0.025,behavior,0.017,,,size,0.018,marinov,0.025,sjm,0.026,criterion,0.019
241,measure,0.021,sul,0.023,power,0.024,variability,0.025,beilby,0.017,,,slightly,0.018,merkel,0.025,specialized,0.026,deep,0.019
242,model,0.021,taken,0.023,precisely,0.024,variable,0.025,bellis,0.017,,,sole,0.018,meyer,0.025,style,0.026,del,0.019
243,possibly,0.021,theory,0.023,primarily,0.024,wakefield,0.025,bender,0.017,,,soon,0.018,milosavljevic,0.025,substrate,0.026,delcher,0.019
244,provide,0.021,traversal,0.023,primer,0.024,young,0.025,bennett,0.017,,,soranzo,0.018,moreover,0.025,systematically,0.026,deleted,0.019
245,purpose,0.021,uncover,0.023,profoundly,0.024,across,0.022,benyamin,0.017,,,spaced,0.018,mukherjee,0.025,targeted,0.026,demand,0.019
246,research,0.021,undetectable,0.023,proposing,0.024,single,0.022,bergmann,0.017,,,stambolian,0.018,nica,0.025,tile,0.026,describing,0.019
247,sized,0.021,unnecessary,0.023,prospect,0.024,according,0.021,berndt,0.017,,,swaroop,0.018,nonsynonymous,0.025,tuzun,0.026,difficult,0.019
248,strong,0.021,wade,0.023,punctate,0.024,achieve,0.021,berne,0.017,,,switch,0.018,notredame,0.025,twenty,0.026,diploid,0.019
249,three,0.021,webserver,0.023,punctuated,0.024,aim,0.021,beta,0.017,,,tends,0.018,nucleus,0.025,ultrahigh,0.026,directed,0.019
250,transcript,0.021,yamasaki,0.023,qtls,0.024,aligner,0.021,biffar,0.017,,,thereby,0.018,nussbaum,0.025,unappreciated,0.026,discriminate,0.019
251,typically,0.021,zhou,0.023,randomly,0.024,analyst,0.021,bluher,0.017,,,timpson,0.018,occurs,0.025,underlie,0.026,distinct,0.019
252,existing,0.02,current,0.022,remain,0.024,appears,0.021,bochud,0.017,,,toniolo,0.018,organ,0.025,unexplored,0.026,distinguishing,0.019
253,size,0.02,find,0.022,remained,0.024,assumption,0.021,boerwinkle,0.017,,,traglia,0.018,pauli,0.025,unit,0.026,done,0.019
254,small,0.02,locus,0.022,removed,0.024,automatically,0.021,bolton,0.017,,,treat,0.018,pazin,0.025,unreported,0.026,easier,0.019
255,ability,0.019,power,0.022,resulted,0.024,better,0.021,borecki,0.017,,,tuke,0.018,pei,0.025,vallente,0.026,edit,0.019
256,across,0.019,able,0.02,richardsson,0.024,biased,0.021,bornstein,0.017,,,uncovering,0.018,perturb,0.025,well,0.026,editing,0.019
257,analyzing,0.019,acceleration,0.02,rigor,0.024,biologically,0.021,bottcher,0.017,,,ungenotyped,0.018,poisson,0.025,whole,0.026,electrophoretic,0.019
258,applied,0.019,although,0.02,rioux,0.024,cancer,0.021,bottinger,0.017,,,unobserved,0.018,polya,0.025,word,0.026,eliminated,0.019
259,assembly,0.019,associated,0.02,sainz,0.024,chen,0.021,bouchard,0.017,,,veldink,0.018,pool,0.025,zerbino,0.026,elimination,0.019
260,cell,0.019,attention,0.02,schaffner,0.024,choice,0.021,bovet,0.017,,,vincent,0.018,predominant,0.025,approach,0.023,encompass,0.019
261,challenge,0.019,bayesian,0.02,settled,0.024,comparative,0.021,boyd,0.017,,,volker,0.018,processed,0.025,associated,0.023,era,0.019
262,cluster,0.019,boundary,0.02,sheffield,0.024,condition,0.021,brambilla,0.017,,,vrieze,0.018,product,0.025,common,0.023,especially,0.019
263,density,0.019,cohort,0.02,shlien,0.024,correctly,0.021,broad,0.017,,,whi,0.018,profile,0.025,developed,0.023,estimate,0.019
264,enable,0.019,common,0.02,short,0.024,cpu,0.021,bruinenberg,0.017,,,wijmenga,0.018,promoter,0.025,however,0.023,fennell,0.019
265,genetic,0.019,confounding,0.02,sib,0.024,emerging,0.021,buchkovich,0.017,,,woman,0.018,raha,0.025,structure,0.023,format,0.019
266,high,0.019,considerably,0.02,sibships,0.024,focused,0.021,buckley,0.017,,,wtccc,0.018,rajan,0.025,acid,0.022,fragment,0.019
267,increase,0.019,corrects,0.02,sigurdardottir,0.024,good,0.021,buyske,0.017,,,zeggini,0.018,reddy,0.025,agreement,0.022,gfa,0.019
268,often,0.019,degree,0.02,situation,0.024,hour,0.021,cai,0.017,,,according,0.016,refseq,0.025,bacterial,0.022,gmod,0.019
269,particularly,0.019,demonstrates,0.02,six,0.024,illustrate,0.021,calculate,0.017,,,across,0.016,responsible,0.025,biomedical,0.022,growing,0.019
270,performs,0.019,derive,0.02,solar,0.024,include,0.021,captured,0.017,,,algorithm,0.016,reyes,0.025,birney,0.022,hartl,0.019
271,rapid,0.019,despite,0.02,sperm,0.024,increased,0.021,caspersen,0.017,,,also,0.016,reymond,0.025,capable,0.022,holt,0.019
272,repeat,0.019,develop,0.02,spurred,0.024,indels,0.021,catenin,0.017,,,alternatively,0.016,rodriguez,0.025,cheng,0.022,huang,0.019
273,resolution,0.019,differentiation,0.02,staining,0.024,infer,0.021,cauchi,0.017,,,altshuler,0.016,rozowsky,0.025,close,0.022,idf,0.019
274,run,0.019,divergence,0.02,starting,0.024,initiative,0.021,caulfield,0.017,,,applicable,0.016,saunders,0.025,compact,0.022,impressive,0.019
275,speed,0.019,diverse,0.02,stretch,0.024,interactive,0.021,chakravarti,0.017,,,area,0.016,schaub,0.025,consideration,0.022,incorrect,0.019
276,thus,0.019,easy,0.02,surrounding,0.024,little,0.021,chamber,0.017,,,bakker,0.016,scored,0.025,contains,0.022,infrastructure,0.019
277,together,0.019,explicitly,0.02,symmetrical,0.024,log,0.021,chanock,0.017,,,barrett,0.016,searle,0.025,contig,0.022,initial,0.019
278,total,0.019,extremely,0.02,thon,0.024,mismatch,0.021,chasman,0.017,,,boehnke,0.016,seem,0.025,define,0.022,initio,0.019
279,available,0.017,fall,0.02,thorgeirsson,0.024,nekrutenko,0.021,chine,0.017,,,boomsma,0.016,shiekhattar,0.025,demonstrates,0.022,inspected,0.019
280,change,0.017,familial,0.02,tight,0.024,page,0.021,chondroitin,0.017,,,campbell,0.016,shift,0.025,event,0.022,instantiated,0.019
281,combination,0.017,genetics,0.02,traditionally,0.024,permit,0.021,chonka,0.017,,,choice,0.016,shoresh,0.025,extremely,0.022,integration,0.019
282,evidence,0.017,gwass,0.02,typing,0.024,pertea,0.021,chun,0.017,,,coherent,0.016,slattery,0.025,feasibility,0.022,intervention,0.019
283,identification,0.017,high,0.02,unacceptably,0.024,promoting,0.021,circumvent,0.017,,,collection,0.016,spatial,0.025,genomics,0.022,investigator,0.019
284,implemented,0.017,inference,0.02,unclear,0.024,reduce,0.021,clarke,0.017,,,collins,0.016,spectrometry,0.025,hmm,0.022,keep,0.019
285,improved,0.017,inflated,0.02,understood,0.024,regression,0.021,classical,0.017,,,correctly,0.016,spectrum,0.025,homologous,0.022,koren,0.019
286,independent,0.017,involving,0.02,underway,0.024,relatively,0.021,claudi,0.017,,,dataset,0.016,stamatoyannopoulos,0.025,importantly,0.022,korf,0.019
287,issue,0.017,kong,0.02,unless,0.024,release,0.021,cna,0.017,,,datasets,0.016,start,0.025,input,0.022,kurtz,0.019
288,per,0.017,larger,0.02,utah,0.024,repetitive,0.021,compensation,0.017,,,dedoussis,0.016,steadily,0.025,interval,0.022,learning,0.019
289,powerful,0.017,limitation,0.02,varied,0.024,respect,0.021,connected,0.017,,,den,0.016,steward,0.025,kind,0.022,linearly,0.019
290,quality,0.017,little,0.02,vary,0.024,robinson,0.021,connell,0.017,,,detailed,0.016,stranger,0.025,leverage,0.022,madan,0.019
291,simple,0.017,measured,0.02,vignal,0.024,scientific,0.021,continuous,0.017,,,disease,0.016,stronger,0.025,limitation,0.022,maguire,0.019
292,system,0.017,measurement,0.02,weber,0.024,shi,0.021,convenient,0.017,,,dorr,0.016,submitted,0.025,locke,0.022,manipulating,0.019
293,among,0.015,modeling,0.02,weissenbach,0.024,stability,0.021,costa,0.017,,,duijn,0.016,tapanari,0.025,lymphoblastoid,0.022,mate,0.019
294,distribution,0.015,moderate,0.02,well,0.024,task,0.021,crawford,0.017,,,european,0.016,tavare,0.025,made,0.022,mediterranea,0.019
295,example,0.015,multi,0.02,whereby,0.024,taylor,0.021,croteau,0.017,,,evolve,0.016,testable,0.025,male,0.022,microbial,0.019
296,level,0.015,nature,0.02,associated,0.022,testing,0.021,cryptic,0.017,,,excellent,0.016,tilgner,0.025,mers,0.022,minhash,0.019
297,problem,0.015,outperforms,0.02,similar,0.022,throughout,0.021,cupples,0.017,,,expanding,0.016,tolstorukov,0.025,natural,0.022,minimal,0.019
298,simulation,0.015,part,0.02,variant,0.022,track,0.021,current,0.017,,,feasible,0.016,transformed,0.025,offspring,0.022,moore,0.019
299,within,0.015,patterson,0.02,variation,0.022,transcription,0.021,dallas,0.017,,,ferrucci,0.016,tress,0.025,opportunity,0.022,net,0.019
300,accelerate,0.014,phenotype,0.02,age,0.021,transparent,0.021,danesh,0.017,,,fraser,0.016,unannotated,0.025,orientation,0.022,newest,0.019
301,accessed,0.014,place,0.02,already,0.021,truly,0.021,daw,0.017,,,frayling,0.016,updated,0.025,parent,0.022,noisy,0.019
302,ace,0.014,price,0.02,analytical,0.021,accurate,0.02,deelen,0.017,,,gabriel,0.016,valencia,0.025,plot,0.022,objective,0.019
303,act,0.014,promise,0.02,analyzed,0.021,many,0.02,defining,0.017,,,genetics,0.016,veeravalli,0.025,polymorphic,0.022,obtain,0.019
304,add,0.014,qtl,0.02,attention,0.021,multiple,0.02,delgado,0.017,,,groop,0.016,virus,0.025,released,0.022,optimize,0.019
305,addressed,0.014,random,0.02,blangero,0.021,used,0.02,demirkan,0.017,,,hattersley,0.016,weng,0.025,represents,0.022,overhead,0.019
306,addressing,0.014,recombinant,0.02,bottleneck,0.021,access,0.019,denny,0.017,,,holmen,0.016,wold,0.025,routinely,0.022,oxford,0.019
307,adjusts,0.014,reduces,0.02,characterized,0.021,aligning,0.019,describe,0.017,,,hveem,0.016,zadissa,0.025,scaffold,0.022,pace,0.019
308,afa,0.014,reich,0.02,clustered,0.021,binding,0.019,dhonukshe,0.017,,,illustrate,0.016,computational,0.024,schwartz,0.022,pacific,0.019
309,ago,0.014,represent,0.02,coherent,0.021,body,0.019,diabetes,0.017,,,increasing,0.016,show,0.024,second,0.022,parallelization,0.019
310,albert,0.014,risk,0.02,considerably,0.021,category,0.019,diagram,0.017,,,increasingly,0.016,well,0.024,shi,0.022,parra,0.019
311,animal,0.014,runtime,0.02,containing,0.021,chip,0.019,dichotomous,0.017,,,infer,0.016,associated,0.022,similarity,0.022,philippakis,0.019
312,annotating,0.014,scheme,0.02,correlated,0.021,combine,0.019,difficulty,0.017,,,initiative,0.016,developed,0.022,subsequent,0.022,philosophy,0.019
313,anopheles,0.014,sequential,0.02,creating,0.021,comparable,0.019,dijk,0.017,,,involving,0.016,genetic,0.022,successfully,0.022,pilot,0.019
314,anticipate,0.014,seven,0.02,dissection,0.021,consistent,0.019,dimitriou,0.017,,,kang,0.016,high,0.022,text,0.022,planarian,0.019
315,asimenos,0.014,single,0.02,distributed,0.021,deletion,0.019,discovered,0.017,,,kooperberg,0.016,however,0.022,vast,0.022,play,0.019
316,assume,0.014,substantial,0.02,diversity,0.021,direct,0.019,disproportionately,0.017,,,koskinen,0.016,provides,0.022,visualization,0.022,poplin,0.019
317,attain,0.014,successfully,0.02,domain,0.021,fine,0.019,distantly,0.017,,,localized,0.016,similar,0.022,wong,0.022,portable,0.019
318,axis,0.014,tool,0.02,draft,0.021,form,0.019,distinguish,0.017,,,made,0.016,tool,0.022,zhu,0.022,preliminary,0.019
319,bartel,0.014,trust,0.02,european,0.021,greater,0.019,distinguishes,0.017,,,magnitude,0.016,able,0.021,available,0.021,prodigious,0.019
320,bejerano,0.014,unlikely,0.02,extended,0.021,highlight,0.019,doney,0.017,,,mahajan,0.016,agreement,0.021,based,0.021,professional,0.019
321,bind,0.014,update,0.02,familial,0.021,human,0.019,dosage,0.017,,,meitinger,0.016,aim,0.021,multiple,0.021,progress,0.019
322,bio,0.014,varying,0.02,feasibility,0.021,inferring,0.019,doubling,0.017,,,minor,0.016,analytical,0.021,result,0.021,proof,0.019
323,blanchette,0.014,vast,0.02,focused,0.021,insertion,0.019,duan,0.017,,,mohlke,0.016,appear,0.021,almost,0.019,prove,0.019
324,blankenberg,0.014,wellcome,0.02,foundation,0.021,methodology,0.019,duistermaat,0.017,,,molecular,0.016,batzoglou,0.021,amount,0.019,question,0.019
325,blattner,0.014,world,0.02,handling,0.021,model,0.019,duncan,0.017,,,natural,0.016,becomes,0.021,assemble,0.019,reach,0.019
326,bouck,0.014,year,0.02,identical,0.021,normal,0.019,ehret,0.017,,,nature,0.016,better,0.021,automated,0.019,readily,0.019
327,branch,0.014,accurate,0.019,informative,0.021,novo,0.019,eklund,0.017,,,nauck,0.016,chen,0.021,base,0.019,realignment,0.019
328,briggsae,0.014,many,0.019,interest,0.021,occur,0.019,enhancer,0.017,,,offspring,0.016,cheng,0.021,basis,0.019,recalibration,0.019
329,broadly,0.014,used,0.019,interpreting,0.021,pipeline,0.019,entirety,0.017,,,parent,0.016,compare,0.021,billion,0.019,redistribute,0.019
330,burge,0.014,abecasis,0.017,interval,0.021,popular,0.019,erbel,0.017,,,partially,0.016,comprising,0.021,capability,0.019,region,0.019
331,burhans,0.014,advantage,0.017,investigating,0.021,previous,0.019,erdmann,0.017,,,pattern,0.016,deloukas,0.021,catalog,0.019,remains,0.019
332,calibrate,0.014,almost,0.017,least,0.021,provided,0.019,eriksson,0.017,,,peter,0.016,depth,0.021,certain,0.019,resolve,0.019
333,calibration,0.014,ancestral,0.017,localization,0.021,purpose,0.019,esko,0.017,,,piw,0.016,despite,0.021,challenging,0.019,resolved,0.019
334,california,0.014,article,0.017,maintain,0.021,rather,0.019,estrada,0.017,,,place,0.016,differentiation,0.021,constructed,0.019,retrain,0.019
335,cerevisiae,0.014,cannot,0.017,missed,0.021,reducing,0.019,etiological,0.017,,,point,0.016,effectively,0.021,contain,0.019,review,0.019
336,cerp,0.014,cause,0.017,molecular,0.021,remote,0.019,eury,0.017,,,predominantly,0.016,evolving,0.021,coverage,0.019,revolutionize,0.019
337,chicken,0.014,comparable,0.017,motif,0.021,require,0.019,exacerbated,0.017,,,provides,0.016,flicek,0.021,defined,0.019,revolutionized,0.019
338,chosen,0.014,computer,0.017,murray,0.021,sensitive,0.019,examining,0.017,,,rare,0.016,focus,0.021,display,0.019,revolutionizing,0.019
339,clarify,0.014,constrained,0.017,mutation,0.021,significant,0.019,explicit,0.017,,,reconstruction,0.016,followed,0.021,either,0.019,rivas,0.019
340,classic,0.014,context,0.017,odds,0.021,smith,0.019,faire,0.017,,,reduced,0.016,genomics,0.021,element,0.019,robb,0.019
341,coli,0.014,correction,0.017,parameter,0.021,solexa,0.019,fantom,0.017,,,reduces,0.016,global,0.021,encode,0.019,ross,0.019
342,collaborator,0.014,cross,0.017,part,0.021,stephen,0.019,farrall,0.017,,,remaining,0.016,guide,0.021,enriched,0.019,running,0.019
343,color,0.014,discus,0.017,peak,0.021,strategy,0.019,feenstra,0.017,,,richards,0.016,haussler,0.021,enrichment,0.019,sampling,0.019
344,combinatorial,0.014,expression,0.017,perfectly,0.021,suggests,0.019,fehrmann,0.017,,,routine,0.016,importantly,0.021,examined,0.019,scalable,0.019
345,compensate,0.014,extensive,0.017,point,0.021,systematic,0.019,feitosa,0.017,,,salomaa,0.016,increased,0.021,future,0.019,schmidtea,0.019
346,compensatory,0.014,found,0.017,polymorphic,0.021,working,0.019,ferrannini,0.017,,,scan,0.016,indeed,0.021,gap,0.019,segregating,0.019
347,completely,0.014,greater,0.017,portion,0.021,www,0.019,ferrieres,0.017,,,schlessinger,0.016,indicate,0.021,generally,0.019,separating,0.019
348,completion,0.014,handle,0.017,primary,0.021,yang,0.019,fibroblast,0.017,,,scott,0.016,indicates,0.021,half,0.019,shown,0.019
349,computational,0.014,improvement,0.017,promoting,0.021,analyzing,0.017,fifth,0.017,,,server,0.016,influence,0.021,hapmap,0.019,shumway,0.019
350,conceptual,0.014,improves,0.017,property,0.021,assessment,0.017,find,0.017,,,setting,0.016,lin,0.021,independently,0.019,small,0.019
351,configuring,0.014,incorporated,0.017,qtl,0.021,become,0.017,finite,0.017,,,sharp,0.016,lineage,0.021,lee,0.019,smc,0.019
352,consequently,0.014,inferring,0.017,query,0.021,bias,0.017,fischer,0.017,,,single,0.016,localization,0.021,liu,0.019,smedgd,0.019
353,constitutes,0.014,making,0.017,recombinant,0.021,biological,0.017,folkersen,0.017,,,slagboom,0.016,localized,0.021,model,0.019,smoot,0.019
354,coordinately,0.014,manner,0.017,reliably,0.021,case,0.017,ford,0.017,,,solution,0.016,lymphoblastoid,0.021,next,0.019,snp,0.019
355,coregistered,0.014,maximum,0.017,represent,0.021,challenge,0.017,forouhi,0.017,,,spector,0.016,martin,0.021,panel,0.019,sophisticated,0.019
356,correlating,0.014,needed,0.017,restricted,0.021,compared,0.017,forrester,0.017,,,statistically,0.016,mass,0.021,pedigree,0.019,sourceforge,0.019
357,cover,0.014,panel,0.017,risk,0.021,complexity,0.017,fox,0.017,,,substantial,0.016,montgomery,0.021,phenotypic,0.019,specific,0.019
358,covering,0.014,perform,0.017,roughly,0.021,computation,0.017,frank,0.017,,,suggested,0.016,mutation,0.021,pipeline,0.019,subclones,0.019
359,cse,0.014,performing,0.017,routine,0.021,discover,0.017,franke,0.017,,,swertz,0.016,neutrally,0.021,precision,0.019,successor,0.019
360,cunningham,0.014,phase,0.017,scan,0.021,earlier,0.017,froguel,0.017,,,task,0.016,pathway,0.021,previous,0.019,synthesizes,0.019
361,current,0.014,popular,0.017,selected,0.021,essential,0.017,fva,0.017,,,tend,0.016,peak,0.021,primate,0.019,terabases,0.019
362,custom,0.014,possibly,0.017,sequential,0.021,estimated,0.017,gansevoort,0.017,,,teumer,0.016,perry,0.021,ratio,0.019,tigr,0.019
363,darling,0.014,practical,0.017,share,0.021,implementation,0.017,garcia,0.017,,,trust,0.016,phenotype,0.021,reporting,0.019,tolerant,0.019
364,deleterious,0.014,present,0.017,span,0.021,improve,0.017,gejman,0.017,,,tuomilehto,0.016,portal,0.021,respectively,0.019,trainable,0.019
365,departure,0.014,previous,0.017,stefansson,0.021,incorporates,0.017,geller,0.017,,,uncertain,0.016,predicted,0.021,ruan,0.019,translate,0.019
366,dependent,0.014,programming,0.017,subset,0.021,likely,0.017,giant,0.017,,,update,0.016,predominantly,0.021,significant,0.019,unremoved,0.019
367,depending,0.014,rather,0.017,suggest,0.021,linked,0.017,giedraitis,0.017,,,utility,0.016,preferentially,0.021,sized,0.019,valid,0.019
368,depletion,0.014,sharing,0.017,uncertain,0.021,local,0.017,gieger,0.017,,,utilized,0.016,pressure,0.021,solexa,0.019,versus,0.019
369,desert,0.014,sized,0.017,understanding,0.021,obtained,0.017,goel,0.017,,,validate,0.016,primary,0.021,suggesting,0.019,viewed,0.019
370,detectable,0.014,stephen,0.017,unlikely,0.021,performs,0.017,golay,0.017,,,valuable,0.016,profiling,0.021,suitable,0.019,walenz,0.019
371,determine,0.014,suitable,0.017,utilized,0.021,presented,0.017,gomez,0.017,,,variant,0.016,represents,0.021,technology,0.019,washington,0.019
372,differentiate,0.014,accuracy,0.015,website,0.021,process,0.017,gong,0.017,,,walter,0.016,robust,0.021,vector,0.019,weighting,0.019
373,dinucleotide,0.014,analyzing,0.015,would,0.021,produced,0.017,gottesman,0.017,,,wellcome,0.016,routinely,0.021,yang,0.019,wendl,0.019
374,direction,0.014,applying,0.015,accurate,0.02,selection,0.017,grallert,0.017,,,whereas,0.016,selective,0.021,yet,0.019,whole,0.019
375,dot,0.014,case,0.015,many,0.02,simultaneously,0.017,grammer,0.017,,,willer,0.016,separate,0.021,allelic,0.017,write,0.019
376,dozen,0.014,computation,0.015,one,0.02,speed,0.017,grassler,0.017,,,wood,0.016,sequenced,0.021,applying,0.017,writing,0.019
377,drawn,0.014,considerable,0.015,account,0.018,state,0.017,gronberg,0.017,,,would,0.016,sequencer,0.021,assessment,0.017,yandell,0.019
378,drift,0.014,daly,0.015,almost,0.018,technique,0.017,groot,0.017,,,many,0.015,sidow,0.021,average,0.017,common,0.017
