557,monotonously,0.013,reduced,0.014,detection,0.013
558,morphological,0.013,related,0.014,direct,0.013
559,muller,0.013,removal,0.014,directly,0.013
560,multifunctional,0.013,require,0.014,effort,0.013
561,mxene,0.013,requirement,0.014,electrocatalyst,0.013
562,najmaei,0.013,result,0.014,electrocatalytic,0.013
563,nanocrystalline,0.013,robust,0.014,environment,0.013
564,nanoelectronics,0.013,ruoff,0.014,especially,0.013
565,nanoparticles,0.013,series,0.014,established,0.013
566,nanoscaled,0.013,signal,0.014,excellent,0.013
567,nanosheet,0.013,significant,0.014,expected,0.013
568,neal,0.013,size,0.014,experimental,0.013
569,next,0.013,specific,0.014,fabricated,0.013
570,niu,0.013,success,0.014,factor,0.013
571,nmos,0.013,sun,0.014,fast,0.013
572,norskov,0.013,temperature,0.014,finally,0.013
573,occur,0.013,term,0.014,force,0.013
574,octahedral,0.013,theoretical,0.014,functional,0.013
575,ofws,0.013,thus,0.014,higher,0.013
576,olivier,0.013,time,0.014,huang,0.013
577,onset,0.013,transmission,0.014,hurdle,0.013
578,open,0.013,van,0.014,impact,0.013
579,opposite,0.013,vary,0.014,including,0.013
580,optically,0.013,yet,0.014,individual,0.013
581,optoelectronics,0.013,zhu,0.014,information,0.013
582,orientation,0.013,active,0.011,inherent,0.013
583,outlining,0.013,additional,0.011,intensity,0.013
584,outlook,0.013,area,0.011,ionic,0.013
585,overpotential,0.013,article,0.011,irregular,0.013
586,overtone,0.013,better,0.011,junction,0.013
587,pantelides,0.013,chemically,0.011,little,0.013
588,parameter,0.013,conductive,0.011,made,0.013
589,paramount,0.013,contact,0.011,micro,0.013
590,paving,0.013,creating,0.011,mode,0.013
591,phonon,0.013,critically,0.011,nanomaterials,0.013
592,phosphorus,0.013,effective,0.011,nanotube,0.013
593,photoswitching,0.013,electron,0.011,number,0.013
594,phototransistors,0.013,electronic,0.011,obstacle,0.013
595,plashnitsa,0.013,enhanced,0.011,operating,0.013
596,pmos,0.013,even,0.011,operation,0.013
597,polarized,0.013,example,0.011,oriented,0.013
598,polycrystalline,0.013,exhibit,0.011,outstanding,0.013
599,portion,0.013,find,0.011,particularly,0.013
600,posse,0.013,first,0.011,platinum,0.013
601,precision,0.013,flexible,0.011,porous,0.013
602,predicted,0.013,future,0.011,prepared,0.013
603,prediction,0.013,however,0.011,presence,0.013
604,prepare,0.013,larger,0.011,presented,0.013
605,pressed,0.013,lee,0.011,producing,0.013
606,primary,0.013,light,0.011,promise,0.013
607,prismatic,0.013,liu,0.011,provide,0.013
608,progressboth,0.013,metal,0.011,provides,0.013
609,promote,0.013,non,0.011,quality,0.013
610,prompt,0.013,opportunity,0.011,ranging,0.013
611,propose,0.013,present,0.011,rapid,0.013
612,pseudocapacitive,0.013,resistance,0.011,ratio,0.013
613,pseudocapacitors,0.013,sensitive,0.011,reduced,0.013
614,quenching,0.013,show,0.011,related,0.013
615,refined,0.013,small,0.011,remarkable,0.013
616,reflects,0.013,solution,0.011,reported,0.013
617,regarded,0.013,step,0.011,represent,0.013
618,regime,0.013,strain,0.011,requirement,0.013
619,reichman,0.013,strategy,0.011,robust,0.013
620,reinecke,0.013,transport,0.011,role,0.013
621,reliable,0.013,unique,0.011,route,0.013
622,rendering,0.013,unlike,0.011,scheme,0.013
623,replacement,0.013,voltage,0.011,semiconductor,0.013
624,reveals,0.013,,,sensitivity,0.013
625,roadmap,0.013,,,series,0.013
626,robinson,0.013,,,shi,0.013
627,ryu,0.013,,,signal,0.013
628,salahuddin,0.013,,,significantly,0.013
629,sangwan,0.013,,,strong,0.013
630,scaled,0.013,,,structural,0.013
631,scattering,0.013,,,study,0.013
632,seamless,0.013,,,supercapacitors,0.013
633,select,0.013,,,switching,0.013
634,selective,0.013,,,synthesized,0.013
635,shape,0.013,,,term,0.013
636,shenoy,0.013,,,theoretical,0.013
637,shift,0.013,,,thickness,0.013
638,short,0.013,,,type,0.013
639,shortcoming,0.013,,,used,0.013
640,showed,0.013,,,vapor,0.013
641,signify,0.013,,,whereas,0.013
642,silva,0.013,,,yet,0.013
643,similarity,0.013,,,zhou,0.013
644,sio,0.013,,,achieved,0.01
645,slope,0.013,,,additional,0.01
646,sonication,0.013,,,art,0.01
647,spectroscopic,0.013,,,better,0.01
648,spectrum,0.013,,,beyond,0.01
649,spencer,0.013,,,change,0.01
650,stitched,0.013,,,channel,0.01
651,studied,0.013,,,charge,0.01
652,suggests,0.013,,,conventional,0.01
653,suitability,0.013,,,creating,0.01
654,synthesizing,0.013,,,critically,0.01
655,synthetic,0.013,,,different,0.01
656,tafel,0.013,,,due,0.01
657,technological,0.013,,,effective,0.01
658,technologically,0.013,,,electron,0.01
659,terminated,0.013,,,enhanced,0.01
660,ternary,0.013,,,example,0.01
661,test,0.013,,,field,0.01
662,tested,0.013,,,find,0.01
663,theoretically,0.013,,,fundamental,0.01
664,theoreticalon,0.013,,,interest,0.01
665,thereby,0.013,,,key,0.01
666,thermodynamics,0.013,,,larger,0.01
667,thermoelectrics,0.013,,,layer,0.01
668,tht,0.013,,,lee,0.01
669,timescale,0.013,,,many,0.01
670,together,0.013,,,method,0.01
671,tolbert,0.013,,,offer,0.01
672,tomanek,0.013,,,opportunity,0.01
673,top,0.013,,,potential,0.01
674,topological,0.013,,,promising,0.01
675,toward,0.013,,,providing,0.01
676,triangular,0.013,,,range,0.01
677,trigonal,0.013,,,recent,0.01
678,tronics,0.013,,,recently,0.01
679,tuning,0.013,,,simple,0.01
680,ultraviolet,0.013,,,small,0.01
681,uniformity,0.013,,,solution,0.01
682,useful,0.013,,,stable,0.01
683,vajtai,0.013,,,state,0.01
684,valleytronic,0.013,,,synthesis,0.01
685,value,0.013,,,transport,0.01
686,vertical,0.013,,,unique,0.01
687,vibration,0.013,,,unlike,0.01
688,voiry,0.013,,,within,0.01
689,wafer,0.013,,,,
690,wall,0.013,,,,
691,weaker,0.013,,,,
692,width,0.013,,,,
693,windl,0.013,,,,
694,yamaguchi,0.013,,,,
695,yan,0.013,,,,
696,yap,0.013,,,,
697,yield,0.013,,,,
698,yin,0.013,,,,
699,zande,0.013,,,,
700,ability,0.01,,,,
701,abundant,0.01,,,,
702,advance,0.01,,,,
703,advantage,0.01,,,,
704,already,0.01,,,,
705,anniversary,0.01,,,,
706,approach,0.01,,,,
707,architecture,0.01,,,,
708,arises,0.01,,,,
709,artificial,0.01,,,,
710,atom,0.01,,,,
711,avenue,0.01,,,,
712,battery,0.01,,,,
713,become,0.01,,,,
714,call,0.01,,,,
715,called,0.01,,,,
716,candidate,0.01,,,,
717,capacity,0.01,,,,
718,characteristic,0.01,,,,
719,clear,0.01,,,,
720,complement,0.01,,,,
721,composed,0.01,,,,
722,contrast,0.01,,,,
723,convenient,0.01,,,,
724,counterpart,0.01,,,,
725,cui,0.01,,,,
726,curvature,0.01,,,,
727,demonstrated,0.01,,,,
728,describe,0.01,,,,
729,developing,0.01,,,,
730,directly,0.01,,,,
731,discovery,0.01,,,,
732,display,0.01,,,,
733,double,0.01,,,,
734,earth,0.01,,,,
735,easily,0.01,,,,
736,either,0.01,,,,
737,electric,0.01,,,,
738,enable,0.01,,,,
739,enabling,0.01,,,,
740,engineering,0.01,,,,
741,environment,0.01,,,,
742,especially,0.01,,,,
743,established,0.01,,,,
744,exceeding,0.01,,,,
745,expected,0.01,,,,
746,fabricated,0.01,,,,
747,finally,0.01,,,,
748,force,0.01,,,,
749,form,0.01,,,,
750,formed,0.01,,,,
751,fraction,0.01,,,,
752,generate,0.01,,,,
753,generated,0.01,,,,
754,global,0.01,,,,
755,grown,0.01,,,,
756,hold,0.01,,,,
757,identifying,0.01,,,,
758,impact,0.01,,,,
759,improves,0.01,,,,
760,information,0.01,,,,
761,inherent,0.01,,,,
762,integrated,0.01,,,,
763,integration,0.01,,,,
764,intensity,0.01,,,,
765,interconnected,0.01,,,,
766,intrinsic,0.01,,,,
767,ion,0.01,,,,
768,ionic,0.01,,,,
769,junction,0.01,,,,
770,limitation,0.01,,,,
771,limiting,0.01,,,,
772,lithium,0.01,,,,
773,little,0.01,,,,
774,local,0.01,,,,
775,measured,0.01,,,,
776,nanocrystals,0.01,,,,
777,nanoscale,0.01,,,,
778,nature,0.01,,,,
779,negative,0.01,,,,
780,network,0.01,,,,
781,nitride,0.01,,,,
782,occurs,0.01,,,,
783,opened,0.01,,,,
784,operating,0.01,,,,
785,outline,0.01,,,,
786,oxygen,0.01,,,,
787,pace,0.01,,,,
788,physic,0.01,,,,
789,platinum,0.01,,,,
790,pore,0.01,,,,
791,porous,0.01,,,,
792,presence,0.01,,,,
793,presented,0.01,,,,
794,promise,0.01,,,,
795,provide,0.01,,,,
796,reason,0.01,,,,
797,remarkable,0.01,,,,
798,removal,0.01,,,,
799,represent,0.01,,,,
800,require,0.01,,,,
801,research,0.01,,,,
802,ruoff,0.01,,,,
803,scheme,0.01,,,,
804,several,0.01,,,,
805,sheet,0.01,,,,
806,solid,0.01,,,,
807,success,0.01,,,,
808,switching,0.01,,,,
809,thus,0.01,,,,
810,transmission,0.01,,,,
811,tremendous,0.01,,,,
812,vapor,0.01,,,,
813,water,0.01,,,,
814,without,0.01,,,,
815,zhu,0.01,,,,
816,among,0.008,,,,
817,art,0.008,,,,
818,assembly,0.008,,,,
819,change,0.008,,,,
820,channel,0.008,,,,
821,conventional,0.008,,,,
822,could,0.008,,,,
823,creating,0.008,,,,
824,critically,0.008,,,,
825,different,0.008,,,,
826,due,0.008,,,,
827,effective,0.008,,,,
828,example,0.008,,,,
829,first,0.008,,,,
830,flexible,0.008,,,,
831,important,0.008,,,,
832,interest,0.008,,,,
833,offer,0.008,,,,
834,one,0.008,,,,
835,order,0.008,,,,
836,providing,0.008,,,,
837,range,0.008,,,,
838,recent,0.008,,,,
839,resistance,0.008,,,,
840,sensitive,0.008,,,,
841,similar,0.008,,,,
842,small,0.008,,,,
843,solution,0.008,,,,
844,step,0.008,,,,
845,strain,0.008,,,,
846,transport,0.008,,,,
847,understanding,0.008,,,,
848,unique,0.008,,,,
849,unlike,0.008,,,,
850,voltage,0.008,,,,
851,within,0.008,,,,
