128,moser,0.04,,,divided,0.031,,,experiment,0.034,,,itln,0.046,,,jostins,0.049,method,0.032,computation,0.033,index,0.043,,,additional,0.028,anttila,0.033
129,mostafavi,0.04,,,either,0.031,,,experimental,0.034,,,jak,0.046,,,karjalainen,0.049,power,0.032,confounding,0.033,ingelsson,0.043,,,family,0.028,attainment,0.033
130,nampally,0.04,,,emerge,0.031,,,four,0.034,,,karban,0.046,,,knight,0.049,single,0.032,constrained,0.033,isomaa,0.043,,,first,0.028,bmi,0.033
131,nestle,0.04,,,employ,0.031,,,gabriel,0.034,,,kcc,0.046,,,magnitude,0.049,across,0.03,context,0.033,jarvelin,0.043,,,smith,0.028,correction,0.033
132,nisbett,0.04,,,encoded,0.031,,,heterogeneity,0.034,,,kistner,0.046,,,meurs,0.049,become,0.03,explicitly,0.033,jorgensen,0.043,,,tool,0.028,der,0.033
133,nobel,0.04,,,endocrinology,0.031,,,length,0.034,,,kugathasan,0.046,,,milani,0.049,improve,0.03,familial,0.033,jrb,0.043,,,allele,0.026,dhss,0.033
134,paschal,0.04,,,ensure,0.031,,,modeling,0.034,,,kullak,0.046,,,nalls,0.049,increase,0.03,faster,0.033,jula,0.043,,,high,0.026,educational,0.033
135,probably,0.04,,,equally,0.031,,,nickerson,0.034,,,latiano,0.046,,,nelis,0.049,information,0.03,finucane,0.033,kaakinen,0.043,,,sequence,0.026,element,0.033
136,ramsey,0.04,,,especially,0.031,,,possible,0.034,,,lawrance,0.046,,,newman,0.049,limited,0.03,great,0.033,kanoni,0.043,,,small,0.024,eriksson,0.033
137,replicating,0.04,,,execution,0.031,,,precision,0.034,,,lemann,0.046,,,pathogenesis,0.049,line,0.03,gwass,0.033,kao,0.043,,,susceptibility,0.024,explain,0.033
138,reveals,0.04,,,expected,0.031,,,source,0.034,,,levine,0.046,,,powell,0.049,population,0.03,health,0.033,kaprio,0.043,,,absolute,0.023,growth,0.033
139,ring,0.04,,,founding,0.031,,,successful,0.034,,,malignancy,0.046,,,psaty,0.049,region,0.03,hour,0.033,kivimaki,0.043,,,allow,0.023,james,0.033
140,robb,0.04,,,friedland,0.031,,,tabor,0.034,,,manual,0.046,,,reinmaa,0.049,short,0.03,implicitly,0.033,klopp,0.043,,,alternatively,0.023,kaplan,0.033
141,rohrer,0.04,,,frontier,0.031,,,transcript,0.034,,,markedly,0.046,,,response,0.049,accurate,0.027,inflation,0.033,kumari,0.043,,,angius,0.023,kinnunen,0.033
142,rusyn,0.04,,,geneticist,0.031,,,transcriptome,0.034,,,mcgovern,0.046,,,ripke,0.049,affect,0.027,mixture,0.033,lind,0.043,,,ass,0.023,leverage,0.033
143,salvatore,0.04,,,implies,0.031,,,weight,0.034,,,meeting,0.046,,,singleton,0.049,different,0.027,numerous,0.033,loo,0.043,,,beagle,0.023,madden,0.033
144,sammeth,0.04,,,inclusion,0.031,,,result,0.033,,,mni,0.046,,,strauch,0.049,distribution,0.027,outperforms,0.033,luan,0.043,,,branham,0.023,nyholt,0.033
145,sawyer,0.04,,,increased,0.031,,,candidate,0.032,,,mowat,0.046,,,sung,0.049,genotyping,0.027,patterson,0.033,lyssenko,0.043,,,breen,0.023,partition,0.033
146,sekowska,0.04,,,individually,0.031,,,efficient,0.032,,,murtha,0.046,,,veldink,0.049,major,0.027,practical,0.033,magnusson,0.043,,,brummett,0.023,partitioning,0.033
147,shabalin,0.04,,,intergenic,0.031,,,two,0.032,,,nimmo,0.046,,,visscher,0.049,problem,0.027,principal,0.033,mangino,0.043,,,calibrated,0.023,polygenic,0.033
148,shad,0.04,,,inversion,0.031,,,advance,0.03,,,onnie,0.046,,,volker,0.049,software,0.027,prior,0.033,meigs,0.043,,,carry,0.023,polygenicity,0.033
149,sharopova,0.04,,,involves,0.031,,,cooper,0.03,,,pane,0.046,,,weersma,0.049,time,0.027,promise,0.033,morken,0.043,,,chan,0.023,predixcan,0.033
150,shive,0.04,,,ireland,0.031,,,dynamic,0.03,,,pcf,0.046,,,complex,0.047,underlying,0.027,publicly,0.033,muller,0.043,,,che,0.023,raitakari,0.033
151,siminoff,0.04,,,kalyanaraman,0.031,,,example,0.03,,,proband,0.046,,,blood,0.044,large,0.026,reduces,0.033,pankow,0.043,,,clinical,0.023,scherag,0.033
152,sobin,0.04,,,later,0.031,,,extensive,0.03,,,processing,0.046,,,crohn,0.044,result,0.026,seven,0.033,perry,0.043,,,clustering,0.023,using,0.032
153,stranger,0.04,,,leal,0.031,,,far,0.03,,,proctor,0.046,,,difference,0.044,additional,0.025,vilhjalmsson,0.033,pke,0.043,,,cocca,0.023,across,0.031
154,structural,0.04,,,lipshutz,0.031,,,generation,0.03,,,progression,0.046,,,esko,0.044,association,0.025,widely,0.033,pouta,0.043,,,competitor,0.023,frayling,0.031
155,struewing,0.04,,,longer,0.031,,,identifies,0.03,,,radford,0.046,,,extended,0.044,disease,0.025,woman,0.033,proenca,0.043,,,complete,0.023,mechanism,0.031
156,sturcke,0.04,,,modeler,0.031,,,local,0.03,,,recruited,0.046,,,fischer,0.044,estimate,0.025,based,0.032,prokopenko,0.043,,,consistently,0.023,reference,0.031
157,surdulescu,0.04,,,necessary,0.031,,,multiple,0.03,,,repair,0.046,,,five,0.044,existing,0.025,complex,0.032,psaty,0.043,,,convincingly,0.023,related,0.031
158,syron,0.04,,,need,0.031,,,next,0.03,,,robert,0.046,,,form,0.044,influence,0.025,address,0.029,rathmann,0.043,,,corbin,0.023,simulation,0.031
159,tavare,0.04,,,neuropsychiatry,0.031,,,novel,0.03,,,russell,0.046,,,grallert,0.044,often,0.025,approximate,0.029,rayner,0.043,,,danecek,0.023,daly,0.03
160,temple,0.04,,,noncausal,0.031,,,present,0.03,,,sanderson,0.046,,,herder,0.044,one,0.025,cause,0.029,rjf,0.043,,,dekker,0.023,level,0.03
161,thorsteindottir,0.04,,,optimal,0.031,,,required,0.03,,,sandor,0.046,,,highlight,0.044,polymorphism,0.025,chasman,0.029,ruokonen,0.043,,,delaneau,0.023,average,0.029
162,traino,0.04,,,patil,0.031,,,robinson,0.03,,,sans,0.046,,,hofman,0.044,previously,0.025,considerable,0.029,sampson,0.043,,,demanding,0.023,bakker,0.029
163,transcriptional,0.04,,,predispose,0.031,,,set,0.03,,,seibold,0.046,,,kettunen,0.044,variation,0.025,cost,0.029,sandhu,0.043,,,densely,0.023,barroso,0.029
164,travers,0.04,,,promising,0.031,,,simultaneously,0.03,,,sense,0.046,,,kim,0.044,genotyped,0.023,cross,0.029,sanna,0.043,,,description,0.023,beilby,0.029
165,tsaprouni,0.04,,,prospect,0.031,,,step,0.03,,,series,0.046,,,main,0.044,study,0.023,currently,0.029,schwarz,0.043,,,evolve,0.023,bergman,0.029
166,tsoka,0.04,,,przeworski,0.031,,,support,0.03,,,sharma,0.046,,,majority,0.044,number,0.022,effective,0.029,shuldiner,0.043,,,experience,0.023,boehm,0.029
167,valentino,0.04,,,psamples,0.031,,,wheeler,0.03,,,shock,0.046,,,melzer,0.044,provide,0.022,false,0.029,sijbrands,0.043,,,exploring,0.023,called,0.029
168,vaught,0.04,,,ranging,0.031,,,study,0.029,,,silico,0.046,,,metspalu,0.044,quantitative,0.022,far,0.029,silander,0.043,,,farmaki,0.023,chine,0.029
169,volpi,0.04,,,reach,0.031,,,confirmed,0.027,,,simms,0.046,,,nauck,0.044,accepts,0.021,freimer,0.029,steinthorsdottir,0.043,,,gained,0.023,disorder,0.029
170,wen,0.04,,,recommend,0.031,,,database,0.027,,,smad,0.046,,,parkes,0.044,activity,0.021,generated,0.029,stringham,0.043,,,gandin,0.023,estimating,0.029
171,wilder,0.04,,,reflects,0.031,,,design,0.027,,,stat,0.046,,,performed,0.044,allegro,0.021,implemented,0.029,tanaka,0.043,,,gasparini,0.023,experimental,0.029
172,wilk,0.04,,,remains,0.031,,,highly,0.027,,,stokkers,0.046,,,perola,0.044,almasy,0.021,issue,0.029,thorand,0.043,,,gathered,0.023,fox,0.029
173,yao,0.04,,,rise,0.031,,,important,0.027,,,stronati,0.046,,,peter,0.044,along,0.021,kang,0.029,tuomi,0.043,,,gillie,0.023,froguel,0.029
174,zimmerman,0.04,,,rolfe,0.031,,,interpretation,0.027,,,tagap,0.046,,,regulated,0.044,analytical,0.021,loh,0.029,watanabe,0.043,,,gilly,0.023,gieger,0.029
175,zondervan,0.04,,,rudimentary,0.031,,,simple,0.027,,,torkvist,0.046,,,replicated,0.044,assembly,0.021,neale,0.029,weedon,0.043,,,goldstein,0.023,grove,0.029
176,across,0.038,,,salient,0.031,,,simulated,0.027,,,tremelling,0.046,,,rivadeneira,0.044,averaged,0.021,performing,0.029,whl,0.043,,,greatly,0.023,hui,0.029
177,region,0.038,,,segregation,0.031,,,strategy,0.027,,,tyk,0.046,,,rna,0.044,avoid,0.021,price,0.029,wichmann,0.043,,,harrison,0.023,hunter,0.029
178,several,0.038,,,settled,0.031,,,unrelated,0.027,,,ublick,0.046,,,roden,0.044,band,0.021,require,0.029,wild,0.043,,,illustrates,0.023,illig,0.029
179,associated,0.036,,,shown,0.031,,,also,0.026,,,undertook,0.046,,,shah,0.044,barnard,0.021,ridker,0.029,willemsen,0.043,,,importance,0.023,ingelsson,0.029
180,identified,0.036,,,silent,0.031,,,accurate,0.025,,,unfolded,0.046,,,teumer,0.044,bernardi,0.021,service,0.029,witteman,0.043,,,imposes,0.023,jackson,0.029
181,individual,0.036,,,skol,0.031,,,current,0.025,,,verspaget,0.046,,,transformed,0.044,breakdown,0.021,simultaneously,0.029,ydi,0.043,,,inefficient,0.023,lehtimaki,0.029
182,locus,0.036,,,soon,0.031,,,demonstrate,0.025,,,whiteman,0.046,,,uitterlinden,0.044,broman,0.021,stephen,0.029,zhao,0.043,,,initiative,0.023,luan,0.029
183,abundance,0.035,,,staged,0.031,,,developed,0.025,,,woc,0.046,,,wide,0.044,budding,0.021,stratification,0.029,genetic,0.041,,,involving,0.023,muller,0.029
184,accounted,0.035,,,studied,0.031,,,discovery,0.025,,,xavier,0.046,,,data,0.042,calculated,0.021,sullivan,0.029,trait,0.041,,,ioannidis,0.023,near,0.029
185,bank,0.035,,,subsequent,0.031,,,genotyping,0.025,,,barr,0.04,,,study,0.042,cautious,0.021,theory,0.029,ardlie,0.038,,,jpa,0.023,pedersen,0.029
186,barr,0.035,,,substitution,0.031,,,known,0.025,,,burnett,0.04,,,consistent,0.04,center,0.021,trust,0.029,boomsma,0.038,,,kretzler,0.023,prokopenko,0.029
187,bender,0.035,,,superior,0.031,,,non,0.025,,,carried,0.04,,,den,0.04,centimorgans,0.021,via,0.029,connell,0.038,,,kretzschmar,0.023,rayner,0.029
188,cannot,0.035,,,tagsnps,0.031,,,powerful,0.025,,,cdkal,0.04,,,diabetes,0.04,centromere,0.021,wellcome,0.029,dedoussis,0.038,,,kronenberg,0.023,rjf,0.029
189,contribute,0.035,,,theoretical,0.031,,,process,0.025,,,comprising,0.04,,,diverse,0.04,check,0.021,data,0.028,fischer,0.038,,,learned,0.023,robertson,0.029
190,correlated,0.035,,,treatment,0.031,,,rare,0.025,,,cookson,0.04,,,ferrucci,0.04,claim,0.021,analyzing,0.027,hassanali,0.038,,,localized,0.023,saramies,0.029
191,driver,0.035,,,underpowered,0.031,,,significant,0.025,,,defines,0.04,,,frayling,0.04,communication,0.021,approximately,0.027,herder,0.038,,,luo,0.023,shuldiner,0.029
192,durbin,0.035,,,underway,0.031,,,variance,0.025,,,dixon,0.04,,,implicated,0.04,compatibility,0.021,consistent,0.027,hveem,0.038,,,machinery,0.023,steinthorsdottir,0.029
193,feature,0.035,,,unify,0.031,,,based,0.024,,,fisher,0.04,,,liu,0.04,compute,0.021,correct,0.027,include,0.038,,,maintains,0.023,stringham,0.029
194,feenstra,0.035,,,unless,0.031,,,large,0.024,,,followed,0.04,,,meitinger,0.04,conservative,0.021,density,0.027,mccarroll,0.038,,,masked,0.023,thorsteinsdottir,0.029
195,flicek,0.035,,,warrington,0.031,,,show,0.024,,,gwilliam,0.04,,,montgomery,0.04,considerably,0.021,detected,0.027,perola,0.038,,,mcinnis,0.023,vedantam,0.029
196,gamazon,0.035,,,ziaugra,0.031,,,snp,0.024,,,haritunians,0.04,,,morris,0.04,considers,0.021,distributed,0.027,rivadeneira,0.038,,,mezzavilla,0.023,wareham,0.029
197,garcia,0.035,,,independent,0.03,,,using,0.024,,,immune,0.04,,,replication,0.04,consuming,0.021,diverse,0.027,roden,0.038,,,must,0.023,weedon,0.029
198,grant,0.035,,,also,0.028,,,additional,0.023,,,jostins,0.04,,,ripatti,0.04,content,0.021,even,0.027,rotter,0.038,,,network,0.023,wood,0.029
199,hudson,0.035,,,identified,0.028,,,describe,0.023,,,liang,0.04,,,salomaa,0.04,cooperative,0.021,improved,0.027,tuomilehto,0.038,,,notable,0.023,causal,0.028
200,knowles,0.035,,,acid,0.027,,,estimate,0.023,,,lod,0.04,,,shared,0.04,correspond,0.021,line,0.027,wijmenga,0.038,,,obtain,0.023,descent,0.028
201,little,0.035,,,advantage,0.027,,,lee,0.023,,,lymphoblastoid,0.04,,,significance,0.04,cpg,0.021,make,0.027,willer,0.038,,,partially,0.023,model,0.028
202,lymphoblastoid,0.035,,,almost,0.027,,,likely,0.023,,,marchini,0.04,,,yang,0.04,crucial,0.021,recently,0.027,zeggini,0.038,,,pirastu,0.023,provide,0.028
203,macarthur,0.035,,,apparent,0.027,,,previously,0.023,,,mixture,0.04,,,genome,0.039,cytogenetic,0.021,standard,0.027,den,0.035,,,powered,0.023,susceptibility,0.028
204,methodology,0.035,,,attention,0.027,,,provides,0.023,,,moffatt,0.04,,,affect,0.036,daunting,0.021,substantial,0.027,density,0.035,,,predisposition,0.023,additional,0.026
205,min,0.035,,,cardiovascular,0.027,,,whole,0.023,,,newman,0.04,,,ancestry,0.036,demonstrating,0.021,ten,0.027,ferrucci,0.035,,,productivity,0.023,applied,0.026
206,phillips,0.035,,,causing,0.027,,,daly,0.021,,,offspring,0.04,,,anderson,0.036,depends,0.021,true,0.027,frayling,0.035,,,prosecution,0.023,boerwinkle,0.026
207,predominantly,0.035,,,characterizing,0.027,,,used,0.021,,,ontology,0.04,,,architecture,0.036,described,0.021,computational,0.024,hattersley,0.035,,,quantity,0.023,boomsma,0.026
208,primary,0.035,,,class,0.027,,,identify,0.02,,,parent,0.04,,,barrett,0.036,determinant,0.021,consortium,0.024,implicated,0.035,,,reconstruct,0.023,campbell,0.026
209,pritchard,0.035,,,construction,0.027,,,number,0.02,,,phillips,0.04,,,biological,0.036,determination,0.021,developed,0.024,regulation,0.035,,,reconstructing,0.023,connell,0.026
210,profiling,0.035,,,conversion,0.027,,,provide,0.02,,,promise,0.04,,,causal,0.036,diagnostic,0.021,distribution,0.024,ripatti,0.035,,,reconstruction,0.023,cooper,0.026
211,rahilly,0.035,,,could,0.027,,,quantitative,0.02,,,regulate,0.04,,,demonstrate,0.036,dib,0.021,error,0.024,salomaa,0.035,,,reduce,0.023,difference,0.026
212,regulate,0.035,,,deleterious,0.027,,,signal,0.02,,,schreiber,0.04,,,descent,0.036,discrete,0.021,genetics,0.024,scott,0.035,,,reducing,0.023,duijn,0.026
213,regulating,0.035,,,despite,0.027,,,small,0.02,,,six,0.04,,,help,0.036,discussed,0.021,genomic,0.024,spector,0.035,,,remote,0.023,enriched,0.026
214,resource,0.035,,,direct,0.027,,,accelerate,0.019,,,top,0.04,,,meta,0.036,double,0.021,known,0.024,altshuler,0.032,,,repeated,0.023,eqtl,0.026
215,respect,0.035,,,emerging,0.027,,,achieve,0.019,,,trio,0.04,,,problem,0.036,draft,0.021,kong,0.024,ancestry,0.032,,,revealed,0.023,esko,0.026
216,respectively,0.035,,,empirical,0.027,,,achieves,0.019,,,virus,0.04,,,similar,0.036,effectiveness,0.021,non,0.024,deloukas,0.032,,,rheenen,0.023,false,0.026
217,rivas,0.035,,,entire,0.027,,,affirmed,0.019,,,weersma,0.04,,,time,0.036,elimination,0.021,observed,0.024,demonstrate,0.032,,,richards,0.023,fischer,0.026
218,schadt,0.035,,,focus,0.027,,,aligner,0.019,,,zelenika,0.04,,,identifying,0.034,entirely,0.021,phenotype,0.024,european,0.032,,,sala,0.023,function,0.026
219,scientific,0.035,,,focused,0.027,,,aligning,0.019,,,based,0.039,,,lee,0.034,environmental,0.021,range,0.024,genotyping,0.032,,,schoenherr,0.023,grallert,0.026
220,shin,0.035,,,followed,0.027,,,allowed,0.019,,,result,0.039,,,provides,0.034,erratic,0.021,rate,0.024,kong,0.032,,,schonherr,0.023,groop,0.026
221,stevens,0.035,,,genomewide,0.027,,,amount,0.019,,,snp,0.039,,,scale,0.034,existence,0.021,requires,0.024,meta,0.032,,,seek,0.023,hofman,0.026
222,suggests,0.035,,,give,0.027,,,analyst,0.019,,,advance,0.036,,,strongly,0.034,fact,0.021,significant,0.024,walter,0.032,,,server,0.023,hundred,0.026
223,tabor,0.035,,,goal,0.027,,,angel,0.019,,,affected,0.036,,,allele,0.031,fashion,0.021,software,0.024,using,0.031,,,sidorel,0.023,hveem,0.026
224,thomas,0.035,,,great,0.027,,,annotating,0.019,,,cardon,0.036,,,daly,0.031,feasibility,0.021,statistical,0.024,control,0.029,,,spaced,0.023,identity,0.026
225,transcription,0.035,,,jointly,0.027,,,arising,0.019,,,cycle,0.036,,,factor,0.031,final,0.021,expression,0.022,function,0.029,,,statistically,0.023,lindgren,0.026
226,turner,0.035,,,kruglyak,0.027,,,around,0.019,,,enriched,0.036,,,frequency,0.031,fizames,0.021,functional,0.022,including,0.029,,,toniolo,0.023,linear,0.026
227,typically,0.035,,,lander,0.027,,,artifact,0.019,,,epstein,0.036,,,level,0.031,flood,0.021,identifying,0.022,previously,0.029,,,traglia,0.023,mccarroll,0.026
228,virus,0.035,,,lane,0.027,,,assumption,0.019,,,facilitate,0.036,,,many,0.031,format,0.021,provides,0.022,smith,0.029,,,treat,0.023,metspalu,0.026
229,williams,0.035,,,lim,0.027,,,autism,0.019,,,farrall,0.036,,,report,0.031,fulker,0.021,relationship,0.022,wide,0.029,,,tuke,0.023,mohlke,0.026
230,winckler,0.035,,,missense,0.027,,,autosomal,0.019,,,franke,0.036,,,systematic,0.031,genethon,0.021,case,0.021,analysis,0.027,,,uncertainty,0.023,one,0.026
231,zhu,0.035,,,nature,0.027,,,aware,0.019,,,highlighted,0.036,,,two,0.031,gudjonsson,0.021,high,0.021,gene,0.027,,,uncovered,0.023,pathway,0.026
232,show,0.033,,,nemesh,0.027,,,background,0.019,,,jewell,0.036,,,genotype,0.029,gulcher,0.021,many,0.021,high,0.027,,,uncovering,0.023,relevant,0.026
233,trait,0.033,,,outline,0.027,,,backtracking,0.019,,,measurement,0.036,,,identify,0.029,gyapay,0.021,report,0.021,genome,0.026,,,unobserved,0.023,thorleifsson,0.026
234,allows,0.031,,,possible,0.027,,,barcode,0.019,,,narrow,0.036,,,multiple,0.029,hallbeck,0.021,used,0.021,action,0.025,,,unphased,0.023,tuomilehto,0.026
235,ardlie,0.031,,,potentially,0.027,,,base,0.019,,,nicolae,0.036,,,provide,0.029,handling,0.021,within,0.021,adair,0.025,,,update,0.023,uitterlinden,0.026
236,change,0.031,,,predicted,0.027,,,beck,0.019,,,offer,0.036,,,quantitative,0.029,heterozygosity,0.021,find,0.019,adra,0.025,,,validate,0.023,wright,0.026
237,comprehensive,0.031,,,pritchard,0.027,,,better,0.019,,,peak,0.036,,,sample,0.029,hint,0.021,small,0.019,afh,0.025,,,valuable,0.023,marker,0.024
238,conducted,0.031,,,recombination,0.027,,,billion,0.019,,,raychaudhuri,0.036,,,size,0.029,ibds,0.021,common,0.018,african,0.025,,,vincent,0.023,chen,0.023
239,contribution,0.031,,,selected,0.027,,,binomial,0.019,,,reported,0.036,,,susceptibility,0.029,ideally,0.021,several,0.018,annotate,0.025,,,whi,0.023,coding,0.023
240,cox,0.031,,,selection,0.027,,,bioc,0.019,,,rna,0.036,,,understanding,0.029,incompatibility,0.021,associated,0.017,apparently,0.025,,,witnessed,0.023,computationally,0.023
241,detection,0.031,,,sklar,0.027,,,biologically,0.019,,,therapeutic,0.036,,,independent,0.027,incorporated,0.021,identified,0.017,ariyurek,0.025,,,wtccc,0.023,detect,0.023
242,dissection,0.031,,,spectrum,0.027,,,biosynthesis,0.019,,,together,0.036,,,several,0.027,independently,0.021,locus,0.017,asiki,0.025,,,common,0.022,due,0.023
243,earlier,0.031,,,subject,0.027,,,break,0.019,,,transformed,0.036,,,identified,0.025,input,0.021,result,0.016,bacquer,0.025,,,population,0.022,hattersley,0.023
244,epstein,0.031,,,surrounding,0.027,,,buxbaum,0.019,,,wang,0.036,,,large,0.024,inspection,0.021,show,0.016,barter,0.025,,,accurately,0.02,hirschhorn,0.023
245,eqtl,0.031,,,technology,0.027,,,calibrating,0.019,,,wijmenga,0.036,,,result,0.024,intensely,0.021,snp,0.016,bhr,0.025,,,aid,0.02,information,0.023
246,green,0.031,,,understand,0.027,,,canonical,0.019,,,wong,0.036,,,,,interrupted,0.021,using,0.016,blagieva,0.025,,,bakker,0.02,liu,0.023
247,hassanali,0.031,,,unlikely,0.027,,,catalog,0.019,,,basis,0.032,,,,,interval,0.021,disease,0.015,bonnefond,0.025,,,based,0.02,particular,0.023
248,heritability,0.031,,,work,0.027,,,cbcb,0.019,,,chen,0.032,,,,,investigating,0.021,gene,0.014,borch,0.025,,,berg,0.02,salomaa,0.023
249,identity,0.031,,,yet,0.027,,,ccb,0.019,,,database,0.032,,,,,jeffreys,0.021,,,bostrom,0.025,,,burden,0.02,scott,0.023
250,jewell,0.031,,,trait,0.026,,,cibulskis,0.019,,,gwas,0.032,,,,,jonasson,0.021,,,bragg,0.025,,,busonero,0.02,significance,0.023
251,lindgren,0.031,,,using,0.026,,,collected,0.019,,,heritable,0.032,,,,,jonsdottir,0.021,,,bravenboer,0.025,,,called,0.02,stefansson,0.023
252,majority,0.031,,,accuracy,0.024,,,combine,0.019,,,highly,0.032,,,,,kauppi,0.021,,,brunner,0.025,,,choice,0.02,wilson,0.023
253,maller,0.031,,,alternative,0.024,,,comparative,0.019,,,implicated,0.032,,,,,localization,0.021,,,burnier,0.025,,,cluster,0.02,adult,0.022
254,manner,0.031,,,applicable,0.024,,,compelling,0.019,,,increase,0.032,,,,,location,0.021,,,cao,0.025,,,coherent,0.02,almgren,0.022
255,nicolae,0.031,,,ardlie,0.024,,,comprehensively,0.019,,,line,0.032,,,,,maintain,0.021,,,cesana,0.025,,,combination,0.02,auto,0.022
256,part,0.031,,,change,0.024,,,concordance,0.019,,,montgomery,0.032,,,,,marc,0.021,,,chang,0.025,,,combining,0.02,berndt,0.022
257,per,0.031,,,comprehensive,0.024,,,condition,0.019,,,particular,0.032,,,,,masson,0.021,,,circadian,0.025,,,complex,0.02,bipolar,0.022
258,phenotypic,0.031,,,contribution,0.024,,,configuring,0.019,,,regulation,0.032,,,,,maximum,0.021,,,circulating,0.025,,,correctly,0.02,bring,0.022
259,potter,0.031,,,currently,0.024,,,conservation,0.019,,,replication,0.032,,,,,meant,0.021,,,crisponi,0.025,,,defines,0.02,broad,0.022
260,restricted,0.031,,,dense,0.024,,,continues,0.019,,,scan,0.032,,,,,metacentric,0.021,,,cry,0.025,,,detail,0.02,cgp,0.022
261,robinson,0.031,,,difficult,0.024,,,cook,0.019,,,significance,0.032,,,,,millasseau,0.021,,,custom,0.025,,,dorr,0.02,chanock,0.022
262,state,0.031,,,discus,0.024,,,counting,0.019,,,three,0.032,,,,,missed,0.021,,,dehghan,0.025,,,durbin,0.02,conditional,0.022
263,sullivan,0.031,,,evolution,0.024,,,cpu,0.019,,,wilson,0.032,,,,,modification,0.021,,,delplanque,0.025,,,emerging,0.02,contrast,0.022
264,support,0.031,,,extend,0.024,,,criterion,0.019,,,containing,0.03,,,,,morgan,0.021,,,dgkb,0.025,,,estimated,0.02,costa,0.022
265,thorleifsson,0.031,,,extensive,0.024,,,cunningham,0.019,,,deloukas,0.03,,,,,morissette,0.021,,,doring,0.025,,,faster,0.02,denny,0.022
266,transformed,0.031,,,heritability,0.024,,,del,0.019,,,development,0.03,,,,,morphology,0.021,,,dusp,0.025,,,freely,0.02,duan,0.022
267,unknown,0.031,,,hundred,0.024,,,dent,0.019,,,discovery,0.03,,,,,motif,0.021,,,egan,0.025,,,furthermore,0.02,enhancer,0.022
268,wright,0.031,,,include,0.024,,,depletion,0.019,,,dna,0.03,,,,,multilocus,0.021,,,ejg,0.025,,,gabriel,0.02,erbel,0.022
269,coding,0.028,,,investigation,0.024,,,depth,0.019,,,finding,0.03,,,,,needed,0.021,,,elevation,0.025,,,gain,0.02,erdmann,0.022
270,database,0.028,,,issue,0.024,,,devlin,0.019,,,molecular,0.03,,,,,neumann,0.021,,,eyjolfsson,0.025,,,health,0.02,estrada,0.022
271,efficiently,0.028,,,local,0.024,,,differentiate,0.019,,,recent,0.03,,,,,nonmonotonic,0.021,,,fad,0.025,,,holmen,0.02,eury,0.022
272,genome,0.028,,,main,0.024,,,discreteness,0.019,,,risk,0.03,,,,,obviously,0.021,,,fedson,0.025,,,implicitly,0.02,excitatory,0.022
273,improve,0.028,,,modest,0.024,,,dominant,0.019,,,score,0.03,,,,,oconnell,0.021,,,feranil,0.025,,,inferring,0.02,gejman,0.022
274,limited,0.028,,,narrow,0.024,,,dramatically,0.019,,,total,0.03,,,,,odds,0.021,,,following,0.025,,,interest,0.02,giving,0.022
275,line,0.028,,,offer,0.024,,,enhancement,0.019,,,walter,0.03,,,,,oligogenic,0.021,,,frants,0.025,,,introduce,0.02,grassler,0.022
276,liu,0.028,,,open,0.024,,,enters,0.019,,,abecasis,0.027,,,,,overly,0.021,,,franzosi,0.025,,,kooperberg,0.02,gronberg,0.022
277,mechanism,0.028,,,overall,0.024,,,enzyme,0.019,,,additional,0.027,,,,,palsson,0.021,,,freitag,0.025,,,lead,0.02,hayes,0.022
278,million,0.028,,,part,0.024,,,eukaryotic,0.019,,,map,0.027,,,,,paradoxically,0.021,,,galan,0.025,,,little,0.02,heard,0.022
279,regulation,0.028,,,performance,0.024,,,extending,0.019,,,polymorphism,0.027,,,,,parameter,0.021,,,ganna,0.025,,,locke,0.02,heid,0.022
280,remain,0.028,,,performing,0.024,,,extends,0.019,,,smith,0.027,,,,,patchwork,0.021,,,ganser,0.025,,,loss,0.02,henders,0.022
281,replication,0.028,,,potential,0.024,,,fennell,0.019,,,strongly,0.027,,,,,paternal,0.021,,,gck,0.025,,,mach,0.02,hengstenberg,0.022
282,soranzo,0.028,,,prediction,0.024,,,footprint,0.019,,,effect,0.025,,,,,people,0.021,,,gckr,0.025,,,magnitude,0.02,highest,0.022
283,spector,0.028,,,remaining,0.024,,,frameshift,0.019,,,factor,0.025,,,,,perfectly,0.021,,,glis,0.025,,,mahajan,0.02,hoffmann,0.022
284,stefansson,0.028,,,reported,0.024,,,free,0.019,,,genotyped,0.025,,,,,person,0.021,,,graessler,0.025,,,management,0.02,inhibitory,0.022
285,substantial,0.028,,,review,0.024,,,full,0.019,,,within,0.025,,,,,placed,0.021,,,gravito,0.025,,,mcvean,0.02,jacob,0.022
286,suggesting,0.028,,,second,0.024,,,functionality,0.019,,,identify,0.024,,,,,plus,0.021,,,gresham,0.025,,,min,0.02,jousilahti,0.022
287,unrelated,0.028,,,stringent,0.024,,,garimella,0.019,,,number,0.024,,,,,point,0.021,,,griffin,0.025,,,minor,0.02,keinanen,0.022
288,yang,0.028,,,survey,0.024,,,generates,0.019,,,provide,0.024,,,,,poorly,0.021,,,grundy,0.025,,,multifactorial,0.02,kiemeney,0.022
289,anderson,0.026,,,theory,0.024,,,genotypic,0.019,,,quantitative,0.024,,,,,portion,0.021,,,guide,0.025,,,nearest,0.02,kiukaanniemi,0.022
