234,information,0.021,,,result,0.018,,,,,,,,,explain,0.018,,,,,addition,0.028
235,insight,0.021,,,structure,0.018,,,,,,,,,factor,0.018,,,,,advantage,0.028
236,institution,0.021,,,associated,0.016,,,,,,,,,four,0.018,,,,,capability,0.028
237,longitudinal,0.021,,,role,0.016,,,,,,,,,homogeneity,0.018,,,,,challenge,0.028
238,managerial,0.021,,,theoretical,0.016,,,,,,,,,imitate,0.018,,,,,complexity,0.028
239,offer,0.021,,,,,,,,,,,,,imperfection,0.018,,,,,control,0.028
240,ongoing,0.021,,,,,,,,,,,,,interest,0.018,,,,,creation,0.028
241,product,0.021,,,,,,,,,,,,,interesting,0.018,,,,,decrease,0.028
242,property,0.021,,,,,,,,,,,,,justice,0.018,,,,,developing,0.028
243,question,0.021,,,,,,,,,,,,,know,0.018,,,,,discus,0.028
244,relative,0.021,,,,,,,,,,,,,levinthal,0.018,,,,,either,0.028
245,role,0.021,,,,,,,,,,,,,limit,0.018,,,,,especially,0.028
246,routine,0.021,,,,,,,,,,,,,manufacturing,0.018,,,,,examines,0.028
247,special,0.021,,,,,,,,,,,,,nature,0.018,,,,,existing,0.028
248,stability,0.021,,,,,,,,,,,,,neither,0.018,,,,,extent,0.028
249,successful,0.021,,,,,,,,,,,,,notion,0.018,,,,,function,0.028
250,suggesting,0.021,,,,,,,,,,,,,often,0.018,,,,,goal,0.028
251,time,0.021,,,,,,,,,,,,,order,0.018,,,,,good,0.028
252,type,0.021,,,,,,,,,,,,,orientation,0.018,,,,,group,0.028
253,vary,0.021,,,,,,,,,,,,,paced,0.018,,,,,help,0.028
254,approach,0.019,,,,,,,,,,,,,particularly,0.018,,,,,impact,0.028
255,argument,0.019,,,,,,,,,,,,,pattern,0.018,,,,,internal,0.028
256,arise,0.019,,,,,,,,,,,,,performance,0.018,,,,,modern,0.028
257,case,0.019,,,,,,,,,,,,,pharmaceutical,0.018,,,,,offer,0.028
258,company,0.019,,,,,,,,,,,,,primary,0.018,,,,,ongoing,0.028
259,examine,0.019,,,,,,,,,,,,,propose,0.018,,,,,order,0.028
260,examined,0.019,,,,,,,,,,,,,range,0.018,,,,,paradox,0.028
261,large,0.019,,,,,,,,,,,,,school,0.018,,,,,part,0.028
262,several,0.019,,,,,,,,,,,,,second,0.018,,,,,place,0.028
263,show,0.019,,,,,,,,,,,,,self,0.018,,,,,predict,0.028
264,suggest,0.019,,,,,,,,,,,,,source,0.018,,,,,question,0.028
265,suggests,0.019,,,,,,,,,,,,,specialized,0.018,,,,,relative,0.028
266,uncertainty,0.019,,,,,,,,,,,,,stickiness,0.018,,,,,suggesting,0.028
267,year,0.019,,,,,,,,,,,,,sustainable,0.018,,,,,survival,0.028
268,change,0.017,,,,,,,,,,,,,tacit,0.018,,,,,tested,0.028
269,cognitive,0.017,,,,,,,,,,,,,tends,0.018,,,,,two,0.028
270,concept,0.017,,,,,,,,,,,,,testable,0.018,,,,,unique,0.028
271,logic,0.017,,,,,,,,,,,,,third,0.018,,,,,vary,0.028
272,make,0.017,,,,,,,,,,,,,turbulence,0.018,,,,,vulnerable,0.028
273,sample,0.017,,,,,,,,,,,,,understanding,0.018,,,,,whether,0.028
274,strategy,0.015,,,,,,,,,,,,,venture,0.018,,,,,whose,0.028
275,access,0.014,,,,,,,,,,,,,virtue,0.018,,,,,activity,0.025
276,adapt,0.014,,,,,,,,,,,,,young,0.018,,,,,actor,0.025
277,adept,0.014,,,,,,,,,,,,,zander,0.018,,,,,alternative,0.025
278,adjustment,0.014,,,,,,,,,,,,,affect,0.016,,,,,arise,0.025
279,affected,0.014,,,,,,,,,,,,,ambiguity,0.016,,,,,contribution,0.025
280,agency,0.014,,,,,,,,,,,,,argued,0.016,,,,,data,0.025
281,agreement,0.014,,,,,,,,,,,,,arises,0.016,,,,,economics,0.025
282,allocative,0.014,,,,,,,,,,,,,attention,0.016,,,,,examine,0.025
283,alter,0.014,,,,,,,,,,,,,beyond,0.016,,,,,examined,0.025
284,alternate,0.014,,,,,,,,,,,,,consequence,0.016,,,,,focus,0.025
285,anticipated,0.014,,,,,,,,,,,,,contrast,0.016,,,,,hypothesis,0.025
286,arm,0.014,,,,,,,,,,,,,copyright,0.016,,,,,learning,0.025
287,artifactual,0.014,,,,,,,,,,,,,design,0.016,,,,,many,0.025
288,assessing,0.014,,,,,,,,,,,,,discussed,0.016,,,,,normative,0.025
289,associated,0.014,,,,,,,,,,,,,diversity,0.016,,,,,presented,0.025
290,atomized,0.014,,,,,,,,,,,,,effective,0.016,,,,,provide,0.025
291,augments,0.014,,,,,,,,,,,,,emerging,0.016,,,,,several,0.025
292,back,0.014,,,,,,,,,,,,,evolutionary,0.016,,,,,show,0.025
293,bargaining,0.014,,,,,,,,,,,,,examined,0.016,,,,,suggest,0.025
294,believe,0.014,,,,,,,,,,,,,expertise,0.016,,,,,typology,0.025
295,breed,0.014,,,,,,,,,,,,,explicit,0.016,,,,,uncertainty,0.025
296,bureaucracy,0.014,,,,,,,,,,,,,face,0.016,,,,,using,0.025
297,capturing,0.014,,,,,,,,,,,,,framework,0.016,,,,,view,0.025
298,chance,0.014,,,,,,,,,,,,,game,0.016,,,,,well,0.025
299,cheat,0.014,,,,,,,,,,,,,held,0.016,,,,,year,0.025
300,choose,0.014,,,,,,,,,,,,,heterogeneity,0.016,,,,,also,0.023
301,circumscribes,0.014,,,,,,,,,,,,,hierarchy,0.016,,,,,behavior,0.023
302,cited,0.014,,,,,,,,,,,,,identified,0.016,,,,,cognitive,0.023
303,claim,0.014,,,,,,,,,,,,,illustrated,0.016,,,,,corporate,0.023
304,clan,0.014,,,,,,,,,,,,,importance,0.016,,,,,develop,0.023
305,commit,0.014,,,,,,,,,,,,,important,0.016,,,,,developed,0.023
306,commonly,0.014,,,,,,,,,,,,,include,0.016,,,,,factor,0.023
307,complementary,0.014,,,,,,,,,,,,,increase,0.016,,,,,implication,0.023
308,consider,0.014,,,,,,,,,,,,,inertial,0.016,,,,,individual,0.023
309,contradict,0.014,,,,,,,,,,,,,innovative,0.016,,,,,logic,0.023
310,controlled,0.014,,,,,,,,,,,,,interpretation,0.016,,,,,one,0.023
311,conversely,0.014,,,,,,,,,,,,,john,0.016,,,,,sample,0.023
312,correlate,0.014,,,,,,,,,,,,,kogut,0.016,,,,,work,0.023
313,correlated,0.014,,,,,,,,,,,,,linkage,0.016,,,,,result,0.021
314,couple,0.014,,,,,,,,,,,,,ltd,0.016,,,,,support,0.021
315,customized,0.014,,,,,,,,,,,,,managing,0.016,,,,,associated,0.019
316,cycle,0.014,,,,,,,,,,,,,operational,0.016,,,,,based,0.019
317,dealing,0.014,,,,,,,,,,,,,opportunism,0.016,,,,,role,0.019
318,demarcates,0.014,,,,,,,,,,,,,organizing,0.016,,,,,social,0.019
319,demonstrating,0.014,,,,,,,,,,,,,original,0.016,,,,,outcome,0.017
320,dennis,0.014,,,,,,,,,,,,,particular,0.016,,,,,,
321,depending,0.014,,,,,,,,,,,,,point,0.016,,,,,,
322,depiction,0.014,,,,,,,,,,,,,pressure,0.016,,,,,,
323,derail,0.014,,,,,,,,,,,,,procedural,0.016,,,,,,
324,designed,0.014,,,,,,,,,,,,,production,0.016,,,,,,
325,desirability,0.014,,,,,,,,,,,,,program,0.016,,,,,,
326,detail,0.014,,,,,,,,,,,,,provides,0.016,,,,,,
327,detailed,0.014,,,,,,,,,,,,,quality,0.016,,,,,,
328,determining,0.014,,,,,,,,,,,,,rational,0.016,,,,,,
329,device,0.014,,,,,,,,,,,,,resulting,0.016,,,,,,
330,differentiates,0.014,,,,,,,,,,,,,several,0.016,,,,,,
331,discourage,0.014,,,,,,,,,,,,,son,0.016,,,,,,
332,discrete,0.014,,,,,,,,,,,,,specialization,0.016,,,,,,
333,disjunct,0.014,,,,,,,,,,,,,subunit,0.016,,,,,,
334,dispersed,0.014,,,,,,,,,,,,,suggest,0.016,,,,,,
335,disseminating,0.014,,,,,,,,,,,,,system,0.016,,,,,,
336,dissolve,0.014,,,,,,,,,,,,,wiley,0.016,,,,,,
337,distinguished,0.014,,,,,,,,,,,,,make,0.015,,,,,,
338,disturbance,0.014,,,,,,,,,,,,,three,0.015,,,,,,
339,doz,0.014,,,,,,,,,,,,,adaptation,0.014,,,,,,
340,dress,0.014,,,,,,,,,,,,,among,0.014,,,,,,
341,economist,0.014,,,,,,,,,,,,,challenge,0.014,,,,,,
342,elaborated,0.014,,,,,,,,,,,,,discus,0.014,,,,,,
343,emerged,0.014,,,,,,,,,,,,,distinct,0.014,,,,,,
344,encompass,0.014,,,,,,,,,,,,,economic,0.014,,,,,,
345,encourage,0.014,,,,,,,,,,,,,extent,0.014,,,,,,
346,endowment,0.014,,,,,,,,,,,,,general,0.014,,,,,,
347,enjoy,0.014,,,,,,,,,,,,,help,0.014,,,,,,
348,enriching,0.014,,,,,,,,,,,,,higher,0.014,,,,,,
349,entail,0.014,,,,,,,,,,,,,highly,0.014,,,,,,
350,equally,0.014,,,,,,,,,,,,,however,0.014,,,,,,
351,equitable,0.014,,,,,,,,,,,,,lead,0.014,,,,,,
352,erroneously,0.014,,,,,,,,,,,,,link,0.014,,,,,,
353,ethnography,0.014,,,,,,,,,,,,,longitudinal,0.014,,,,,,
354,execute,0.014,,,,,,,,,,,,,made,0.014,,,,,,
355,execution,0.014,,,,,,,,,,,,,managerial,0.014,,,,,,
356,exists,0.014,,,,,,,,,,,,,paradox,0.014,,,,,,
357,exogenous,0.014,,,,,,,,,,,,,present,0.014,,,,,,
358,expanding,0.014,,,,,,,,,,,,,question,0.014,,,,,,
359,expected,0.014,,,,,,,,,,,,,shared,0.014,,,,,,
360,explains,0.014,,,,,,,,,,,,,significant,0.014,,,,,,
361,extended,0.014,,,,,,,,,,,,,strong,0.014,,,,,,
362,failing,0.014,,,,,,,,,,,,,technical,0.014,,,,,,
363,familiarity,0.014,,,,,,,,,,,,,type,0.014,,,,,,
364,fieldwork,0.014,,,,,,,,,,,,,accumulation,0.012,,,,,,
365,figure,0.014,,,,,,,,,,,,,act,0.012,,,,,,
366,fine,0.014,,,,,,,,,,,,,affiliate,0.012,,,,,,
367,fixed,0.014,,,,,,,,,,,,,ahuja,0.012,,,,,,
368,following,0.014,,,,,,,,,,,,,alignment,0.012,,,,,,
369,frustrated,0.014,,,,,,,,,,,,,apply,0.012,,,,,,
370,generative,0.014,,,,,,,,,,,,,appropriate,0.012,,,,,,
371,ghoshal,0.014,,,,,,,,,,,,,available,0.012,,,,,,
372,grained,0.014,,,,,,,,,,,,,barrier,0.012,,,,,,
373,grounded,0.014,,,,,,,,,,,,,basic,0.012,,,,,,
374,growing,0.014,,,,,,,,,,,,,birth,0.012,,,,,,
375,hamel,0.014,,,,,,,,,,,,,bottom,0.012,,,,,,
376,hitherto,0.014,,,,,,,,,,,,,breakthrough,0.012,,,,,,
377,hybrid,0.014,,,,,,,,,,,,,cease,0.012,,,,,,
378,identifies,0.014,,,,,,,,,,,,,certain,0.012,,,,,,
379,ignores,0.014,,,,,,,,,,,,,codifying,0.012,,,,,,
380,importantly,0.014,,,,,,,,,,,,,cognition,0.012,,,,,,
381,imprinting,0.014,,,,,,,,,,,,,combination,0.012,,,,,,
382,inappropriate,0.014,,,,,,,,,,,,,communicated,0.012,,,,,,
383,independent,0.014,,,,,,,,,,,,,computer,0.012,,,,,,
384,individually,0.014,,,,,,,,,,,,,consequently,0.012,,,,,,
385,inferfirm,0.014,,,,,,,,,,,,,consisting,0.012,,,,,,
386,influenced,0.014,,,,,,,,,,,,,cooperate,0.012,,,,,,
387,inherently,0.014,,,,,,,,,,,,,coordinated,0.012,,,,,,
388,insulating,0.014,,,,,,,,,,,,,could,0.012,,,,,,
389,intent,0.014,,,,,,,,,,,,,created,0.012,,,,,,
390,interactive,0.014,,,,,,,,,,,,,creating,0.012,,,,,,
391,internalize,0.014,,,,,,,,,,,,,customer,0.012,,,,,,
392,interpartner,0.014,,,,,,,,,,,,,define,0.012,,,,,,
393,isolating,0.014,,,,,,,,,,,,,depends,0.012,,,,,,
394,journey,0.014,,,,,,,,,,,,,destroy,0.012,,,,,,
395,kale,0.014,,,,,,,,,,,,,dialogue,0.012,,,,,,
396,koput,0.014,,,,,,,,,,,,,differs,0.012,,,,,,
397,legal,0.014,,,,,,,,,,,,,dimensional,0.012,,,,,,
398,maintaining,0.014,,,,,,,,,,,,,direction,0.012,,,,,,
399,marker,0.014,,,,,,,,,,,,,discretionary,0.012,,,,,,
400,matter,0.014,,,,,,,,,,,,,division,0.012,,,,,,
401,merged,0.014,,,,,,,,,,,,,dyadic,0.012,,,,,,
402,metric,0.014,,,,,,,,,,,,,dynamism,0.012,,,,,,
403,moreover,0.014,,,,,,,,,,,,,early,0.012,,,,,,
404,motif,0.014,,,,,,,,,,,,,ease,0.012,,,,,,
405,multiindustry,0.014,,,,,,,,,,,,,effectively,0.012,,,,,,
406,neglect,0.014,,,,,,,,,,,,,effectiveness,0.012,,,,,,
407,negotiate,0.014,,,,,,,,,,,,,empirically,0.012,,,,,,
408,neoclasical,0.014,,,,,,,,,,,,,enhancing,0.012,,,,,,
409,nine,0.014,,,,,,,,,,,,,equilibrium,0.012,,,,,,
410,opportunistic,0.014,,,,,,,,,,,,,essence,0.012,,,,,,
411,organ,0.014,,,,,,,,,,,,,exist,0.012,,,,,,
412,origin,0.014,,,,,,,,,,,,,experiential,0.012,,,,,,
413,ouchi,0.014,,,,,,,,,,,,,explore,0.012,,,,,,
414,paradoxically,0.014,,,,,,,,,,,,,extend,0.012,,,,,,
415,pareto,0.014,,,,,,,,,,,,,external,0.012,,,,,,
416,parkhe,0.014,,,,,,,,,,,,,facilitating,0.012,,,,,,
417,partnership,0.014,,,,,,,,,,,,,family,0.012,,,,,,
418,perrone,0.014,,,,,,,,,,,,,five,0.012,,,,,,
419,pervasive,0.014,,,,,,,,,,,,,force,0.012,,,,,,
420,plausibility,0.014,,,,,,,,,,,,,forward,0.012,,,,,,
421,podolny,0.014,,,,,,,,,,,,,freeman,0.012,,,,,,
422,podsakoff,0.014,,,,,,,,,,,,,frequency,0.012,,,,,,
423,pooled,0.014,,,,,,,,,,,,,functional,0.012,,,,,,
424,poor,0.014,,,,,,,,,,,,,grafting,0.012,,,,,,
425,poppo,0.014,,,,,,,,,,,,,grant,0.012,,,,,,
426,pose,0.014,,,,,,,,,,,,,great,0.012,,,,,,
427,positively,0.014,,,,,,,,,,,,,grow,0.012,,,,,,
428,practical,0.014,,,,,,,,,,,,,hannan,0.012,,,,,,
429,preserve,0.014,,,,,,,,,,,,,henderson,0.012,,,,,,
430,pricing,0.014,,,,,,,,,,,,,heterogeneous,0.012,,,,,,
431,profile,0.014,,,,,,,,,,,,,illustrate,0.012,,,,,,
432,programmatic,0.014,,,,,,,,,,,,,imperfect,0.012,,,,,,
433,prominently,0.014,,,,,,,,,,,,,implies,0.012,,,,,,
434,promotes,0.014,,,,,,,,,,,,,increasing,0.012,,,,,,
435,rarely,0.014,,,,,,,,,,,,,incremental,0.012,,,,,,
436,reach,0.014,,,,,,,,,,,,,inductive,0.012,,,,,,
437,readjustment,0.014,,,,,,,,,,,,,initiated,0.012,,,,,,
438,realize,0.014,,,,,,,,,,,,,internally,0.012,,,,,,
439,recommendation,0.014,,,,,,,,,,,,,investigates,0.012,,,,,,
440,reevaluation,0.014,,,,,,,,,,,,,involving,0.012,,,,,,
441,reflects,0.014,,,,,,,,,,,,,key,0.012,,,,,,
442,reformist,0.014,,,,,,,,,,,,,least,0.012,,,,,,
443,refutable,0.014,,,,,,,,,,,,,lifecycle,0.012,,,,,,
444,remedy,0.014,,,,,,,,,,,,,limitation,0.012,,,,,,
445,replicated,0.014,,,,,,,,,,,,,line,0.012,,,,,,
446,reproducing,0.014,,,,,,,,,,,,,logical,0.012,,,,,,
447,respondent,0.014,,,,,,,,,,,,,manager,0.012,,,,,,
448,reveal,0.014,,,,,,,,,,,,,march,0.012,,,,,,
449,revenue,0.014,,,,,,,,,,,,,mature,0.012,,,,,,
450,revers,0.014,,,,,,,,,,,,,measure,0.012,,,,,,
451,ring,0.014,,,,,,,,,,,,,memory,0.012,,,,,,
452,rise,0.014,,,,,,,,,,,,,mobility,0.012,,,,,,
453,robust,0.014,,,,,,,,,,,,,modeled,0.012,,,,,,
454,security,0.014,,,,,,,,,,,,,moral,0.012,,,,,,
455,sequence,0.014,,,,,,,,,,,,,munificence,0.012,,,,,,
456,series,0.014,,,,,,,,,,,,,myopia,0.012,,,,,,
457,service,0.014,,,,,,,,,,,,,negative,0.012,,,,,,
458,shock,0.014,,,,,,,,,,,,,number,0.012,,,,,,
459,singular,0.014,,,,,,,,,,,,,occurs,0.012,,,,,,
460,smithdoerr,0.014,,,,,,,,,,,,,offset,0.012,,,,,,
461,solution,0.014,,,,,,,,,,,,,old,0.012,,,,,,
462,sophisticated,0.014,,,,,,,,,,,,,opposed,0.012,,,,,,
463,specifically,0.014,,,,,,,,,,,,,ordinary,0.012,,,,,,
464,specified,0.014,,,,,,,,,,,,,output,0.012,,,,,,
465,specifies,0.014,,,,,,,,,,,,,overlap,0.012,,,,,,
466,statement,0.014,,,,,,,,,,,,,paradigm,0.012,,,,,,
467,theoretical,0.014,,,,,,,,,,,,,path,0.012,,,,,,
468,thereby,0.014,,,,,,,,,,,,,patterning,0.012,,,,,,
469,transcend,0.014,,,,,,,,,,,,,peteraf,0.012,,,,,,
470,treating,0.014,,,,,,,,,,,,,play,0.012,,,,,,
471,tsai,0.014,,,,,,,,,,,,,posse,0.012,,,,,,
472,underlies,0.014,,,,,,,,,,,,,possibility,0.012,,,,,,
473,undermine,0.014,,,,,,,,,,,,,potentially,0.012,,,,,,
474,undersocialized,0.014,,,,,,,,,,,,,prior,0.012,,,,,,
475,underwriting,0.014,,,,,,,,,,,,,prisoner,0.012,,,,,,
476,unifies,0.014,,,,,,,,,,,,,procedure,0.012,,,,,,
477,usual,0.014,,,,,,,,,,,,,progress,0.012,,,,,,
478,vandeven,0.014,,,,,,,,,,,,,promote,0.012,,,,,,
479,versa,0.014,,,,,,,,,,,,,proposed,0.012,,,,,,
480,vice,0.014,,,,,,,,,,,,,punctuated,0.012,,,,,,
481,voluntary,0.014,,,,,,,,,,,,,radical,0.012,,,,,,
482,went,0.014,,,,,,,,,,,,,reaching,0.012,,,,,,
483,whereas,0.014,,,,,,,,,,,,,realized,0.012,,,,,,
484,williamson,0.014,,,,,,,,,,,,,recipient,0.012,,,,,,
485,williamsons,0.014,,,,,,,,,,,,,recognize,0.012,,,,,,
486,worldwide,0.014,,,,,,,,,,,,,recombination,0.012,,,,,,
487,wrong,0.014,,,,,,,,,,,,,reconceptualization,0.012,,,,,,
488,yielded,0.014,,,,,,,,,,,,,relatively,0.012,,,,,,
489,zenger,0.014,,,,,,,,,,,,,rely,0.012,,,,,,
490,academic,0.012,,,,,,,,,,,,,require,0.012,,,,,,
491,actually,0.012,,,,,,,,,,,,,requirement,0.012,,,,,,
492,adaptive,0.012,,,,,,,,,,,,,requires,0.012,,,,,,
493,address,0.012,,,,,,,,,,,,,return,0.012,,,,,,
494,affect,0.012,,,,,,,,,,,,,review,0.012,,,,,,
495,aim,0.012,,,,,,,,,,,,,rich,0.012,,,,,,
496,along,0.012,,,,,,,,,,,,,rigidity,0.012,,,,,,
497,analyze,0.012,,,,,,,,,,,,,run,0.012,,,,,,
498,analyzing,0.012,,,,,,,,,,,,,selected,0.012,,,,,,
499,appear,0.012,,,,,,,,,,,,,shifting,0.012,,,,,,
500,architecture,0.012,,,,,,,,,,,,,side,0.012,,,,,,
501,area,0.012,,,,,,,,,,,,,similarly,0.012,,,,,,
502,arrangement,0.012,,,,,,,,,,,,,since,0.012,,,,,,
503,art,0.012,,,,,,,,,,,,,small,0.012,,,,,,
504,ass,0.012,,,,,,,,,,,,,solving,0.012,,,,,,
505,asset,0.012,,,,,,,,,,,,,something,0.012,,,,,,
506,attention,0.012,,,,,,,,,,,,,space,0.012,,,,,,
507,attribute,0.012,,,,,,,,,,,,,stress,0.012,,,,,,
508,bank,0.012,,,,,,,,,,,,,subject,0.012,,,,,,
509,base,0.012,,,,,,,,,,,,,superior,0.012,,,,,,
510,better,0.012,,,,,,,,,,,,,sustain,0.012,,,,,,
511,bias,0.012,,,,,,,,,,,,,term,0.012,,,,,,
512,broad,0.012,,,,,,,,,,,,,transaction,0.012,,,,,,
513,cannot,0.012,,,,,,,,,,,,,uncertainty,0.012,,,,,,
514,category,0.012,,,,,,,,,,,,,unstable,0.012,,,,,,
515,classic,0.012,,,,,,,,,,,,,varies,0.012,,,,,,
516,collected,0.012,,,,,,,,,,,,,winter,0.012,,,,,,
517,common,0.012,,,,,,,,,,,,,wisdom,0.012,,,,,,
518,competence,0.012,,,,,,,,,,,,,behavior,0.011,,,,,,
519,completed,0.012,,,,,,,,,,,,,proposition,0.011,,,,,,
520,comprehensive,0.012,,,,,,,,,,,,,address,0.01,,,,,,
521,conception,0.012,,,,,,,,,,,,,analyze,0.01,,,,,,
522,conducted,0.012,,,,,,,,,,,,,analyzing,0.01,,,,,,
523,consequence,0.012,,,,,,,,,,,,,architecture,0.01,,,,,,
524,consistency,0.012,,,,,,,,,,,,,around,0.01,,,,,,
525,correlation,0.012,,,,,,,,,,,,,asset,0.01,,,,,,
526,criticized,0.012,,,,,,,,,,,,,backward,0.01,,,,,,
527,critique,0.012,,,,,,,,,,,,,behavioral,0.01,,,,,,
528,deal,0.012,,,,,,,,,,,,,better,0.01,,,,,,
529,difficult,0.012,,,,,,,,,,,,,cannot,0.01,,,,,,
530,distinguish,0.012,,,,,,,,,,,,,categorization,0.01,,,,,,
531,divergent,0.012,,,,,,,,,,,,,characterized,0.01,,,,,,
532,efficiency,0.012,,,,,,,,,,,,,closure,0.01,,,,,,
533,electronics,0.012,,,,,,,,,,,,,collaboration,0.01,,,,,,
534,emerge,0.012,,,,,,,,,,,,,comprehensive,0.01,,,,,,
535,emerges,0.012,,,,,,,,,,,,,concern,0.01,,,,,,
536,emphasis,0.012,,,,,,,,,,,,,consistency,0.01,,,,,,
537,ethnographic,0.012,,,,,,,,,,,,,contribute,0.01,,,,,,
538,evaluated,0.012,,,,,,,,,,,,,country,0.01,,,,,,
539,evolve,0.012,,,,,,,,,,,,,definition,0.01,,,,,,
540,expectation,0.012,,,,,,,,,,,,,distinguish,0.01,,,,,,
541,expertise,0.012,,,,,,,,,,,,,domain,0.01,,,,,,
542,explores,0.012,,,,,,,,,,,,,eisenhardt,0.01,,,,,,
543,extension,0.012,,,,,,,,,,,,,embedded,0.01,,,,,,
544,formulation,0.012,,,,,,,,,,,,,equity,0.01,,,,,,
545,generally,0.012,,,,,,,,,,,,,expectation,0.01,,,,,,
546,generating,0.012,,,,,,,,,,,,,explored,0.01,,,,,,
547,given,0.012,,,,,,,,,,,,,failure,0.01,,,,,,
548,global,0.012,,,,,,,,,,,,,given,0.01,,,,,,
549,granovetter,0.012,,,,,,,,,,,,,greater,0.01,,,,,,
550,highlight,0.012,,,,,,,,,,,,,hoc,0.01,,,,,,
551,hoc,0.012,,,,,,,,,,,,,identify,0.01,,,,,,
552,identifying,0.012,,,,,,,,,,,,,ill,0.01,,,,,,
553,ill,0.012,,,,,,,,,,,,,improvement,0.01,,,,,,
554,illustrated,0.012,,,,,,,,,,,,,includes,0.01,,,,,,
555,importance,0.012,,,,,,,,,,,,,increased,0.01,,,,,,
556,improve,0.012,,,,,,,,,,,,,indicate,0.01,,,,,,
557,industrial,0.012,,,,,,,,,,,,,industrial,0.01,,,,,,
558,inertia,0.012,,,,,,,,,,,,,informal,0.01,,,,,,
559,informal,0.012,,,,,,,,,,,,,initial,0.01,,,,,,
560,integrative,0.012,,,,,,,,,,,,,integrated,0.01,,,,,,
561,interaction,0.012,,,,,,,,,,,,,interunit,0.01,,,,,,
562,interunit,0.012,,,,,,,,,,,,,introduced,0.01,,,,,,
563,intrafirm,0.012,,,,,,,,,,,,,issue,0.01,,,,,,
564,introduced,0.012,,,,,,,,,,,,,leading,0.01,,,,,,
565,investigated,0.012,,,,,,,,,,,,,little,0.01,,,,,,
566,length,0.012,,,,,,,,,,,,,low,0.01,,,,,,
567,little,0.012,,,,,,,,,,,,,macro,0.01,,,,,,
568,maintain,0.012,,,,,,,,,,,,,measuring,0.01,,,,,,
569,mcevily,0.012,,,,,,,,,,,,,motivation,0.01,,,,,,
570,much,0.012,,,,,,,,,,,,,must,0.01,,,,,,
571,multinational,0.012,,,,,,,,,,,,,party,0.01,,,,,,
572,must,0.012,,,,,,,,,,,,,people,0.01,,,,,,
573,oliver,0.012,,,,,,,,,,,,,portfolio,0.01,,,,,,
574,opportunism,0.012,,,,,,,,,,,,,positive,0.01,,,,,,
575,original,0.012,,,,,,,,,,,,,previous,0.01,,,,,,
576,particular,0.012,,,,,,,,,,,,,primarily,0.01,,,,,,
577,perceived,0.012,,,,,,,,,,,,,productivity,0.01,,,,,,
578,period,0.012,,,,,,,,,,,,,rapidly,0.01,,,,,,
579,point,0.012,,,,,,,,,,,,,relational,0.01,,,,,,
580,portfolio,0.012,,,,,,,,,,,,,scope,0.01,,,,,,
581,post,0.012,,,,,,,,,,,,,short,0.01,,,,,,
582,powell,0.012,,,,,,,,,,,,,six,0.01,,,,,,
583,predicting,0.012,,,,,,,,,,,,,stem,0.01,,,,,,
584,procedural,0.012,,,,,,,,,,,,,structured,0.01,,,,,,
585,program,0.012,,,,,,,,,,,,,subprocesses,0.01,,,,,,
586,prospect,0.012,,,,,,,,,,,,,systematic,0.01,,,,,,
587,provides,0.012,,,,,,,,,,,,,together,0.01,,,,,,
588,psychological,0.012,,,,,,,,,,,,,traditional,0.01,,,,,,
589,purpose,0.012,,,,,,,,,,,,,traditionally,0.01,,,,,,
590,rather,0.012,,,,,,,,,,,,,turn,0.01,,,,,,
591,received,0.012,,,,,,,,,,,,,addition,0.009,,,,,,
592,recent,0.012,,,,,,,,,,,,,applied,0.009,,,,,,
593,reliance,0.012,,,,,,,,,,,,,associated,0.009,,,,,,
594,reputation,0.012,,,,,,,,,,,,,consistent,0.009,,,,,,
595,right,0.012,,,,,,,,,,,,,demonstrate,0.009,,,,,,
596,scale,0.012,,,,,,,,,,,,,determinant,0.009,,,,,,
597,serve,0.012,,,,,,,,,,,,,developing,0.009,,,,,,
598,sharing,0.012,,,,,,,,,,,,,develops,0.009,,,,,,
599,shift,0.012,,,,,,,,,,,,,discipline,0.009,,,,,,
600,shown,0.012,,,,,,,,,,,,,either,0.009,,,,,,
601,significantly,0.012,,,,,,,,,,,,,exchange,0.009,,,,,,
602,simple,0.012,,,,,,,,,,,,,fundamental,0.009,,,,,,
603,six,0.012,,,,,,,,,,,,,generate,0.009,,,,,,
604,society,0.012,,,,,,,,,,,,,insight,0.009,,,,,,
605,span,0.012,,,,,,,,,,,,,integrate,0.009,,,,,,
606,stable,0.012,,,,,,,,,,,,,likely,0.009,,,,,,
607,statistical,0.012,,,,,,,,,,,,,long,0.009,,,,,,
608,strategically,0.012,,,,,,,,,,,,,lower,0.009,,,,,,
609,subprocesses,0.012,,,,,,,,,,,,,offer,0.009,,,,,,
610,suggested,0.012,,,,,,,,,,,,,prediction,0.009,,,,,,
611,systematically,0.012,,,,,,,,,,,,,relative,0.009,,,,,,
612,treat,0.012,,,,,,,,,,,,,routine,0.009,,,,,,
613,turn,0.012,,,,,,,,,,,,,team,0.009,,,,,,
614,variance,0.012,,,,,,,,,,,,,theoretical,0.009,,,,,,
615,viewed,0.012,,,,,,,,,,,,,thus,0.009,,,,,,
616,york,0.012,,,,,,,,,,,,,alternative,0.008,,,,,,
617,zaheer,0.012,,,,,,,,,,,,,conflict,0.008,,,,,,
618,addition,0.011,,,,,,,,,,,,,distinctive,0.008,,,,,,
