148,,,,,deviation,0.025,,,,,,,,,level,0.025,confronted,0.026,,,cohort,0.023,,,,,however,0.029,,,,,,,,
149,,,,,earnings,0.025,,,,,,,,,study,0.025,correct,0.026,,,commit,0.023,,,,,issue,0.029,,,,,,,,
150,,,,,external,0.025,,,,,,,,,data,0.024,county,0.026,,,communication,0.023,,,,,leverage,0.029,,,,,,,,
151,,,,,force,0.025,,,,,,,,,problem,0.024,creditworthiness,0.026,,,compensation,0.023,,,,,overconfidence,0.029,,,,,,,,
152,,,,,formation,0.025,,,,,,,,,empirical,0.022,crunch,0.026,,,concentration,0.023,,,,,particularly,0.029,,,,,,,,
153,,,,,fundamentally,0.025,,,,,,,,,value,0.022,cutoff,0.026,,,conservative,0.023,,,,,predictable,0.029,,,,,,,,
154,,,,,hall,0.025,,,,,,,,,asset,0.021,declining,0.026,,,decide,0.023,,,,,profit,0.029,,,,,,,,
155,,,,,implies,0.025,,,,,,,,,price,0.021,depression,0.026,,,delegation,0.023,,,,,relative,0.029,,,,,,,,
156,,,,,imply,0.025,,,,,,,,,show,0.02,detailed,0.026,,,derives,0.023,,,,,sale,0.029,,,,,,,,
157,,,,,including,0.025,,,,,,,,,market,0.018,dissociation,0.026,,,diffusion,0.023,,,,,shleifer,0.029,,,,,,,,
158,,,,,jagannathan,0.025,,,,,,,,,,,dual,0.026,,,diversified,0.023,,,,,trader,0.029,,,,,,,,
159,,,,,key,0.025,,,,,,,,,,,duflo,0.026,,,durability,0.023,,,,,variable,0.029,,,,,,,,
160,,,,,labor,0.025,,,,,,,,,,,durable,0.026,,,earlier,0.023,,,,,correlated,0.026,,,,,,,,
161,,,,,method,0.025,,,,,,,,,,,eighteen,0.026,,,elucidate,0.023,,,,,doe,0.026,,,,,,,,
162,,,,,metric,0.025,,,,,,,,,,,emerging,0.026,,,enables,0.023,,,,,holding,0.026,,,,,,,,
163,,,,,optimally,0.025,,,,,,,,,,,employ,0.026,,,entire,0.023,,,,,many,0.026,,,,,,,,
164,,,,,payout,0.025,,,,,,,,,,,employing,0.026,,,examination,0.023,,,,,pattern,0.026,,,,,,,,
165,,,,,post,0.025,,,,,,,,,,,enough,0.026,,,executive,0.023,,,,,sample,0.026,,,,,,,,
166,,,,,power,0.025,,,,,,,,,,,estimating,0.026,,,fail,0.023,,,,,yield,0.026,,,,,,,,
167,,,,,predict,0.025,,,,,,,,,,,estimation,0.026,,,fairly,0.023,,,,,change,0.024,,,,,,,,
168,,,,,predictability,0.025,,,,,,,,,,,estimator,0.026,,,family,0.023,,,,,consistent,0.024,,,,,,,,
169,,,,,primarily,0.025,,,,,,,,,,,exogenous,0.026,,,fazzari,0.023,,,,,explanation,0.024,,,,,,,,
170,,,,,raise,0.025,,,,,,,,,,,experience,0.026,,,final,0.023,,,,,future,0.024,,,,,,,,
171,,,,,role,0.025,,,,,,,,,,,female,0.026,,,flexible,0.023,,,,,premium,0.024,,,,,,,,
172,,,,,several,0.025,,,,,,,,,,,great,0.026,,,follows,0.023,,,,,significant,0.024,,,,,,,,
173,,,,,standard,0.025,,,,,,,,,,,guidance,0.026,,,found,0.023,,,,,test,0.024,,,,,,,,
174,,,,,stream,0.025,,,,,,,,,,,hardest,0.026,,,generally,0.023,,,,,across,0.022,,,,,,,,
175,,,,,trend,0.025,,,,,,,,,,,help,0.026,,,german,0.023,,,,,explain,0.022,,,,,,,,
176,,,,,variance,0.025,,,,,,,,,,,hit,0.026,,,governed,0.023,,,,,financial,0.022,,,,,,,,
177,,,,,cycle,0.022,,,,,,,,,,,hoc,0.026,,,grade,0.023,,,,,optimal,0.022,,,,,,,,
178,,,,,feature,0.022,,,,,,,,,,,holmstrom,0.026,,,hubbard,0.023,,,,,behavior,0.021,,,,,,,,
179,,,,,framework,0.022,,,,,,,,,,,ignore,0.026,,,illustrates,0.023,,,,,period,0.021,,,,,,,,
180,,,,,function,0.022,,,,,,,,,,,illustrate,0.026,,,image,0.023,,,,,small,0.021,,,,,,,,
181,,,,,human,0.022,,,,,,,,,,,inconsistent,0.026,,,inalienability,0.023,,,,,abysmally,0.018,,,,,,,,
182,,,,,make,0.022,,,,,,,,,,,increased,0.026,,,indebtedness,0.023,,,,,acquisition,0.018,,,,,,,,
183,,,,,much,0.022,,,,,,,,,,,induced,0.026,,,indicate,0.023,,,,,addition,0.018,,,,,,,,
184,,,,,predictable,0.022,,,,,,,,,,,intent,0.026,,,industrialized,0.023,,,,,agreement,0.018,,,,,,,,
185,,,,,predictor,0.022,,,,,,,,,,,interaction,0.026,,,initiative,0.023,,,,,allow,0.018,,,,,,,,
186,,,,,process,0.022,,,,,,,,,,,intervention,0.026,,,insider,0.023,,,,,ang,0.018,,,,,,,,
187,,,,,relative,0.022,,,,,,,,,,,intuition,0.026,,,interdependent,0.023,,,,,announcement,0.018,,,,,,,,
188,,,,,series,0.022,,,,,,,,,,,khwaja,0.026,,,internal,0.023,,,,,apparently,0.018,,,,,,,,
189,,,,,support,0.022,,,,,,,,,,,kiyotaki,0.026,,,interpreted,0.023,,,,,apt,0.018,,,,,,,,
190,,,,,unrelated,0.022,,,,,,,,,,,larger,0.026,,,junk,0.023,,,,,argued,0.018,,,,,,,,
191,,,,,agent,0.02,,,,,,,,,,,lax,0.026,,,kaplan,0.023,,,,,arises,0.018,,,,,,,,
192,,,,,correlated,0.02,,,,,,,,,,,lesser,0.026,,,know,0.023,,,,,array,0.018,,,,,,,,
193,,,,,doe,0.02,,,,,,,,,,,loanable,0.026,,,lamont,0.023,,,,,association,0.018,,,,,,,,
194,,,,,driven,0.02,,,,,,,,,,,matrix,0.026,,,laporta,0.023,,,,,boundedly,0.018,,,,,,,,
195,,,,,generate,0.02,,,,,,,,,,,mechanism,0.026,,,largest,0.023,,,,,called,0.018,,,,,,,,
196,,,,,hypothesis,0.02,,,,,,,,,,,moderate,0.026,,,lateral,0.023,,,,,carhart,0.018,,,,,,,,
197,,,,,low,0.02,,,,,,,,,,,monte,0.026,,,length,0.023,,,,,chasing,0.018,,,,,,,,
198,,,,,measured,0.02,,,,,,,,,,,mukherjee,0.026,,,lenient,0.023,,,,,combine,0.018,,,,,,,,
199,,,,,potential,0.02,,,,,,,,,,,mullainathan,0.026,,,linked,0.023,,,,,comovements,0.018,,,,,,,,
200,,,,,preference,0.02,,,,,,,,,,,multiple,0.026,,,located,0.023,,,,,conducting,0.018,,,,,,,,
201,,,,,present,0.02,,,,,,,,,,,neighborhood,0.026,,,lopezdesilanes,0.023,,,,,confidence,0.018,,,,,,,,
202,,,,,security,0.02,,,,,,,,,,,nuclear,0.026,,,main,0.023,,,,,constructed,0.018,,,,,,,,
203,,,,,strong,0.02,,,,,,,,,,,often,0.026,,,major,0.023,,,,,continuation,0.018,,,,,,,,
204,,,,,also,0.019,,,,,,,,,,,operate,0.026,,,making,0.023,,,,,controversial,0.018,,,,,,,,
205,,,,,change,0.019,,,,,,,,,,,overall,0.026,,,managing,0.023,,,,,coval,0.018,,,,,,,,
206,,,,,evidence,0.019,,,,,,,,,,,pakistan,0.026,,,matter,0.023,,,,,database,0.018,,,,,,,,
207,,,,,explanation,0.019,,,,,,,,,,,parametric,0.026,,,mba,0.023,,,,,debondt,0.018,,,,,,,,
208,,,,,important,0.019,,,,,,,,,,,participant,0.026,,,measurement,0.023,,,,,delayed,0.018,,,,,,,,
209,,,,,interest,0.019,,,,,,,,,,,pas,0.026,,,median,0.023,,,,,detect,0.018,,,,,,,,
210,,,,,whether,0.019,,,,,,,,,,,perform,0.026,,,methodology,0.023,,,,,diffuses,0.018,,,,,,,,
211,,,,,explain,0.017,,,,,,,,,,,persist,0.026,,,middle,0.023,,,,,direction,0.018,,,,,,,,
212,,,,,financial,0.017,,,,,,,,,,,play,0.026,,,modern,0.023,,,,,disappear,0.018,,,,,,,,
213,,,,,optimal,0.017,,,,,,,,,,,political,0.026,,,multiplicity,0.023,,,,,dissipates,0.018,,,,,,,,
214,,,,,study,0.017,,,,,,,,,,,powerful,0.026,,,narrower,0.023,,,,,distinctive,0.018,,,,,,,,
215,,,,,average,0.016,,,,,,,,,,,pre,0.026,,,nature,0.023,,,,,drift,0.018,,,,,,,,
216,,,,,small,0.016,,,,,,,,,,,primary,0.026,,,organizational,0.023,,,,,drive,0.018,,,,,,,,
217,,,,,theory,0.016,,,,,,,,,,,production,0.026,,,outsider,0.023,,,,,due,0.018,,,,,,,,
218,,,,,empirical,0.015,,,,,,,,,,,profile,0.026,,,overload,0.023,,,,,easily,0.018,,,,,,,,
219,,,,,capital,0.014,,,,,,,,,,,pyle,0.026,,,participation,0.023,,,,,economics,0.018,,,,,,,,
220,,,,,investor,0.014,,,,,,,,,,,quantity,0.026,,,path,0.023,,,,,efficiency,0.018,,,,,,,,
221,,,,,show,0.013,,,,,,,,,,,randomly,0.026,,,placed,0.023,,,,,either,0.018,,,,,,,,
222,,,,,,,,,,,,,,,,,reduces,0.026,,,poorer,0.023,,,,,event,0.018,,,,,,,,
223,,,,,,,,,,,,,,,,,relevant,0.026,,,presence,0.023,,,,,existence,0.018,,,,,,,,
224,,,,,,,,,,,,,,,,,repay,0.026,,,prevent,0.023,,,,,expense,0.018,,,,,,,,
225,,,,,,,,,,,,,,,,,rock,0.026,,,principal,0.023,,,,,explanatory,0.018,,,,,,,,
226,,,,,,,,,,,,,,,,,saving,0.026,,,priority,0.023,,,,,extract,0.018,,,,,,,,
227,,,,,,,,,,,,,,,,,screen,0.026,,,promotes,0.023,,,,,extrapolation,0.018,,,,,,,,
228,,,,,,,,,,,,,,,,,secured,0.026,,,property,0.023,,,,,favor,0.018,,,,,,,,
229,,,,,,,,,,,,,,,,,serially,0.026,,,protect,0.023,,,,,feedback,0.018,,,,,,,,
230,,,,,,,,,,,,,,,,,seru,0.026,,,put,0.023,,,,,fewer,0.018,,,,,,,,
231,,,,,,,,,,,,,,,,,serve,0.026,,,pyramid,0.023,,,,,flat,0.018,,,,,,,,
232,,,,,,,,,,,,,,,,,severely,0.026,,,quit,0.023,,,,,fresh,0.018,,,,,,,,
233,,,,,,,,,,,,,,,,,severity,0.026,,,range,0.023,,,,,generated,0.018,,,,,,,,
234,,,,,,,,,,,,,,,,,sharp,0.026,,,receive,0.023,,,,,geographically,0.018,,,,,,,,
235,,,,,,,,,,,,,,,,,sharply,0.026,,,renegotiation,0.023,,,,,gompers,0.018,,,,,,,,
236,,,,,,,,,,,,,,,,,since,0.026,,,repayment,0.023,,,,,gradually,0.018,,,,,,,,
237,,,,,,,,,,,,,,,,,soft,0.026,,,repurchase,0.023,,,,,grinblatt,0.018,,,,,,,,
238,,,,,,,,,,,,,,,,,solve,0.026,,,rest,0.023,,,,,harder,0.018,,,,,,,,
239,,,,,,,,,,,,,,,,,sometimes,0.026,,,scandinavian,0.023,,,,,headquartered,0.018,,,,,,,,
240,,,,,,,,,,,,,,,,,spill,0.026,,,schoar,0.023,,,,,hence,0.018,,,,,,,,
241,,,,,,,,,,,,,,,,,sufi,0.026,,,shown,0.023,,,,,hendricks,0.018,,,,,,,,
242,,,,,,,,,,,,,,,,,sum,0.026,,,similarly,0.023,,,,,highest,0.018,,,,,,,,
243,,,,,,,,,,,,,,,,,surrounding,0.026,,,source,0.023,,,,,hong,0.018,,,,,,,,
244,,,,,,,,,,,,,,,,,temporary,0.026,,,specificity,0.023,,,,,hot,0.018,,,,,,,,
245,,,,,,,,,,,,,,,,,thumb,0.026,,,spelling,0.023,,,,,icapm,0.018,,,,,,,,
246,,,,,,,,,,,,,,,,,tightening,0.026,,,step,0.023,,,,,imparts,0.018,,,,,,,,
247,,,,,,,,,,,,,,,,,tracing,0.026,,,still,0.023,,,,,implement,0.018,,,,,,,,
248,,,,,,,,,,,,,,,,,transmission,0.026,,,subordinate,0.023,,,,,incidence,0.018,,,,,,,,
249,,,,,,,,,,,,,,,,,trust,0.026,,,subperiods,0.023,,,,,indicates,0.018,,,,,,,,
250,,,,,,,,,,,,,,,,,unanticipated,0.026,,,subsidiary,0.023,,,,,inevitably,0.018,,,,,,,,
251,,,,,,,,,,,,,,,,,understate,0.026,,,subsidized,0.023,,,,,innovation,0.018,,,,,,,,
252,,,,,,,,,,,,,,,,,uninformed,0.026,,,substitution,0.023,,,,,inverse,0.018,,,,,,,,
253,,,,,,,,,,,,,,,,,unless,0.026,,,superior,0.023,,,,,invest,0.018,,,,,,,,
254,,,,,,,,,,,,,,,,,unprecedented,0.026,,,track,0.023,,,,,irrational,0.018,,,,,,,,
255,,,,,,,,,,,,,,,,,valuable,0.026,,,ultimate,0.023,,,,,ishii,0.018,,,,,,,,
256,,,,,,,,,,,,,,,,,vig,0.026,,,underpinnings,0.023,,,,,issuer,0.018,,,,,,,,
257,,,,,,,,,,,,,,,,,wage,0.026,,,understood,0.023,,,,,issuing,0.018,,,,,,,,
258,,,,,,,,,,,,,,,,,widen,0.026,,,unit,0.023,,,,,journal,0.018,,,,,,,,
259,,,,,,,,,,,,,,,,,asymmetric,0.023,,,unlikely,0.023,,,,,known,0.018,,,,,,,,
260,,,,,,,,,,,,,,,,,bertrand,0.023,,,unresolved,0.023,,,,,lakonishok,0.018,,,,,,,,
261,,,,,,,,,,,,,,,,,biased,0.023,,,unusually,0.023,,,,,levered,0.018,,,,,,,,
262,,,,,,,,,,,,,,,,,central,0.023,,,upper,0.023,,,,,light,0.018,,,,,,,,
263,,,,,,,,,,,,,,,,,close,0.023,,,urgency,0.023,,,,,linking,0.018,,,,,,,,
264,,,,,,,,,,,,,,,,,completely,0.023,,,useful,0.023,,,,,locally,0.018,,,,,,,,
265,,,,,,,,,,,,,,,,,conditional,0.023,,,vertical,0.023,,,,,longer,0.018,,,,,,,,
266,,,,,,,,,,,,,,,,,consequence,0.023,,,wealthy,0.023,,,,,loughran,0.018,,,,,,,,
267,,,,,,,,,,,,,,,,,constrained,0.023,,,wessels,0.023,,,,,lowest,0.018,,,,,,,,
268,,,,,,,,,,,,,,,,,contract,0.023,,,wisdom,0.023,,,,,macbeth,0.018,,,,,,,,
269,,,,,,,,,,,,,,,,,conventional,0.023,,,withdraw,0.023,,,,,made,0.018,,,,,,,,
270,,,,,,,,,,,,,,,,,covariance,0.023,,,world,0.023,,,,,metrick,0.018,,,,,,,,
271,,,,,,,,,,,,,,,,,decline,0.023,,,risk,0.022,,,,,mispricing,0.018,,,,,,,,
272,,,,,,,,,,,,,,,,,depend,0.023,,,affect,0.02,,,,,modest,0.018,,,,,,,,
273,,,,,,,,,,,,,,,,,despite,0.023,,,aggressive,0.02,,,,,money,0.018,,,,,,,,
274,,,,,,,,,,,,,,,,,determines,0.023,,,amount,0.02,,,,,month,0.018,,,,,,,,
275,,,,,,,,,,,,,,,,,deviation,0.023,,,bertrand,0.02,,,,,moskowitz,0.018,,,,,,,,
276,,,,,,,,,,,,,,,,,differential,0.023,,,borrowing,0.02,,,,,mostly,0.018,,,,,,,,
277,,,,,,,,,,,,,,,,,disproportionately,0.023,,,claim,0.02,,,,,multifactor,0.018,,,,,,,,
278,,,,,,,,,,,,,,,,,distress,0.023,,,closed,0.02,,,,,must,0.018,,,,,,,,
279,,,,,,,,,,,,,,,,,diverge,0.023,,,collateral,0.02,,,,,naik,0.018,,,,,,,,
280,,,,,,,,,,,,,,,,,econometric,0.023,,,contract,0.02,,,,,naturally,0.018,,,,,,,,
281,,,,,,,,,,,,,,,,,effort,0.023,,,contrast,0.02,,,,,neoclassical,0.018,,,,,,,,
282,,,,,,,,,,,,,,,,,explicitly,0.023,,,controlled,0.02,,,,,newswatcher,0.018,,,,,,,,
283,,,,,,,,,,,,,,,,,exploiting,0.023,,,conventional,0.02,,,,,newswatchers,0.018,,,,,,,,
284,,,,,,,,,,,,,,,,,face,0.023,,,covering,0.02,,,,,nondiversifiable,0.018,,,,,,,,
285,,,,,,,,,,,,,,,,,fact,0.023,,,credit,0.02,,,,,nonissuers,0.018,,,,,,,,
286,,,,,,,,,,,,,,,,,financing,0.023,,,creditor,0.02,,,,,nonlocal,0.018,,,,,,,,
287,,,,,,,,,,,,,,,,,focus,0.023,,,decline,0.02,,,,,nontraded,0.018,,,,,,,,
288,,,,,,,,,,,,,,,,,force,0.023,,,deeper,0.02,,,,,observes,0.018,,,,,,,,
289,,,,,,,,,,,,,,,,,group,0.023,,,default,0.02,,,,,overreact,0.018,,,,,,,,
290,,,,,,,,,,,,,,,,,historically,0.023,,,depend,0.02,,,,,patel,0.018,,,,,,,,
291,,,,,,,,,,,,,,,,,informational,0.023,,,depends,0.02,,,,,pervasive,0.018,,,,,,,,
292,,,,,,,,,,,,,,,,,institutional,0.023,,,determines,0.02,,,,,populated,0.018,,,,,,,,
293,,,,,,,,,,,,,,,,,investigate,0.023,,,developed,0.02,,,,,portion,0.018,,,,,,,,
294,,,,,,,,,,,,,,,,,key,0.023,,,diamond,0.02,,,,,precision,0.018,,,,,,,,
295,,,,,,,,,,,,,,,,,leland,0.023,,,especially,0.02,,,,,primitive,0.018,,,,,,,,
296,,,,,,,,,,,,,,,,,limit,0.023,,,except,0.02,,,,,propose,0.018,,,,,,,,
297,,,,,,,,,,,,,,,,,moore,0.023,,,exhibit,0.02,,,,,proximate,0.018,,,,,,,,
298,,,,,,,,,,,,,,,,,negatively,0.023,,,expenditure,0.02,,,,,proximity,0.018,,,,,,,,
299,,,,,,,,,,,,,,,,,occurs,0.023,,,explicitly,0.02,,,,,psychological,0.018,,,,,,,,
300,,,,,,,,,,,,,,,,,outcome,0.023,,,extent,0.02,,,,,psychology,0.018,,,,,,,,
301,,,,,,,,,,,,,,,,,output,0.023,,,external,0.02,,,,,reaction,0.018,,,,,,,,
302,,,,,,,,,,,,,,,,,persistent,0.023,,,far,0.02,,,,,refutable,0.018,,,,,,,,
303,,,,,,,,,,,,,,,,,population,0.023,,,finally,0.02,,,,,respectively,0.018,,,,,,,,
304,,,,,,,,,,,,,,,,,post,0.023,,,follow,0.02,,,,,reversibility,0.018,,,,,,,,
305,,,,,,,,,,,,,,,,,practice,0.023,,,foreign,0.02,,,,,scholar,0.018,,,,,,,,
306,,,,,,,,,,,,,,,,,prediction,0.023,,,general,0.02,,,,,select,0.018,,,,,,,,
307,,,,,,,,,,,,,,,,,rajan,0.023,,,going,0.02,,,,,shed,0.018,,,,,,,,
308,,,,,,,,,,,,,,,,,recent,0.023,,,good,0.02,,,,,shift,0.018,,,,,,,,
309,,,,,,,,,,,,,,,,,reduced,0.023,,,grossman,0.02,,,,,simultaneously,0.018,,,,,,,,
310,,,,,,,,,,,,,,,,,regarding,0.023,,,hand,0.02,,,,,skilled,0.018,,,,,,,,
311,,,,,,,,,,,,,,,,,residual,0.023,,,held,0.02,,,,,speculation,0.018,,,,,,,,
312,,,,,,,,,,,,,,,,,resulting,0.023,,,heterogeneity,0.02,,,,,stein,0.018,,,,,,,,
313,,,,,,,,,,,,,,,,,role,0.023,,,institution,0.02,,,,,stronger,0.018,,,,,,,,
314,,,,,,,,,,,,,,,,,selection,0.023,,,international,0.02,,,,,subrahmanyam,0.018,,,,,,,,
315,,,,,,,,,,,,,,,,,share,0.023,,,interpretation,0.02,,,,,successfully,0.018,,,,,,,,
316,,,,,,,,,,,,,,,,,significantly,0.023,,,investigate,0.02,,,,,survivor,0.018,,,,,,,,
317,,,,,,,,,,,,,,,,,smaller,0.023,,,largely,0.02,,,,,taste,0.018,,,,,,,,
318,,,,,,,,,,,,,,,,,solution,0.023,,,least,0.02,,,,,thaler,0.018,,,,,,,,
319,,,,,,,,,,,,,,,,,take,0.023,,,leland,0.02,,,,,three,0.018,,,,,,,,
320,,,,,,,,,,,,,,,,,taking,0.023,,,loan,0.02,,,,,typical,0.018,,,,,,,,
321,,,,,,,,,,,,,,,,,technology,0.023,,,matched,0.02,,,,,underperformance,0.018,,,,,,,,
322,,,,,,,,,,,,,,,,,tirole,0.023,,,mean,0.02,,,,,underreact,0.018,,,,,,,,
323,,,,,,,,,,,,,,,,,unable,0.023,,,monitoring,0.02,,,,,univariate,0.018,,,,,,,,
324,,,,,,,,,,,,,,,,,variance,0.023,,,need,0.02,,,,,untested,0.018,,,,,,,,
325,,,,,,,,,,,,,,,,,various,0.023,,,negatively,0.02,,,,,watcher,0.018,,,,,,,,
326,,,,,,,,,,,,,,,,,attempt,0.02,,,observable,0.02,,,,,way,0.018,,,,,,,,
327,,,,,,,,,,,,,,,,,cannot,0.02,,,optimally,0.02,,,,,weighting,0.018,,,,,,,,
328,,,,,,,,,,,,,,,,,component,0.02,,,panel,0.02,,,,,wermers,0.018,,,,,,,,
329,,,,,,,,,,,,,,,,,construct,0.02,,,particular,0.02,,,,,wfm,0.018,,,,,,,,
330,,,,,,,,,,,,,,,,,cycle,0.02,,,payout,0.02,,,,,worst,0.018,,,,,,,,
331,,,,,,,,,,,,,,,,,document,0.02,,,petersen,0.02,,,,,xing,0.018,,,,,,,,
332,,,,,,,,,,,,,,,,,effective,0.02,,,possibility,0.02,,,,,yet,0.018,,,,,,,,
333,,,,,,,,,,,,,,,,,experiencing,0.02,,,practice,0.02,,,,,zeckhauser,0.018,,,,,,,,
334,,,,,,,,,,,,,,,,,explains,0.02,,,primarily,0.02,,,,,accounting,0.016,,,,,,,,
335,,,,,,,,,,,,,,,,,exploit,0.02,,,profitability,0.02,,,,,add,0.016,,,,,,,,
336,,,,,,,,,,,,,,,,,fluctuation,0.02,,,raise,0.02,,,,,aggressive,0.016,,,,,,,,
337,,,,,,,,,,,,,,,,,greater,0.02,,,reduced,0.02,,,,,almost,0.016,,,,,,,,
338,,,,,,,,,,,,,,,,,lead,0.02,,,research,0.02,,,,,arbitrage,0.016,,,,,,,,
339,,,,,,,,,,,,,,,,,loss,0.02,,,risky,0.02,,,,,argue,0.016,,,,,,,,
340,,,,,,,,,,,,,,,,,much,0.02,,,seem,0.02,,,,,associated,0.016,,,,,,,,
341,,,,,,,,,,,,,,,,,origin,0.02,,,share,0.02,,,,,bad,0.016,,,,,,,,
342,,,,,,,,,,,,,,,,,particularly,0.02,,,smaller,0.02,,,,,basis,0.016,,,,,,,,
343,,,,,,,,,,,,,,,,,past,0.02,,,specific,0.02,,,,,berk,0.016,,,,,,,,
344,,,,,,,,,,,,,,,,,place,0.02,,,spread,0.02,,,,,bought,0.016,,,,,,,,
345,,,,,,,,,,,,,,,,,poorly,0.02,,,stream,0.02,,,,,capm,0.016,,,,,,,,
346,,,,,,,,,,,,,,,,,prior,0.02,,,strongest,0.02,,,,,capture,0.016,,,,,,,,
347,,,,,,,,,,,,,,,,,question,0.02,,,suggests,0.02,,,,,close,0.016,,,,,,,,
348,,,,,,,,,,,,,,,,,real,0.02,,,tie,0.02,,,,,completely,0.016,,,,,,,,
349,,,,,,,,,,,,,,,,,similar,0.02,,,tirole,0.02,,,,,consequence,0.016,,,,,,,,
350,,,,,,,,,,,,,,,,,simulation,0.02,,,titman,0.02,,,,,contrast,0.016,,,,,,,,
351,,,,,,,,,,,,,,,,,suggest,0.02,,,top,0.02,,,,,costly,0.016,,,,,,,,
352,,,,,,,,,,,,,,,,,turn,0.02,,,total,0.02,,,,,countercyclical,0.016,,,,,,,,
353,,,,,,,,,,,,,,,,,united,0.02,,,unified,0.02,,,,,covariance,0.016,,,,,,,,
354,,,,,,,,,,,,,,,,,unrelated,0.02,,,various,0.02,,,,,covering,0.016,,,,,,,,
355,,,,,,,,,,,,,,,,,within,0.02,,,versus,0.02,,,,,delong,0.016,,,,,,,,
356,,,,,,,,,,,,,,,,,dividend,0.019,,,wide,0.02,,,,,demonstrate,0.016,,,,,,,,
357,,,,,,,,,,,,,,,,,even,0.019,,,widely,0.02,,,,,destabilizing,0.016,,,,,,,,
358,,,,,,,,,,,,,,,,,many,0.019,,,apply,0.018,,,,,developed,0.016,,,,,,,,
359,,,,,,,,,,,,,,,,,miller,0.019,,,around,0.018,,,,,earn,0.016,,,,,,,,
360,,,,,,,,,,,,,,,,,pattern,0.019,,,attempt,0.018,,,,,especially,0.016,,,,,,,,
361,,,,,,,,,,,,,,,,,policy,0.019,,,better,0.018,,,,,except,0.016,,,,,,,,
362,,,,,,,,,,,,,,,,,rather,0.019,,,characteristic,0.018,,,,,expectation,0.016,,,,,,,,
363,,,,,,,,,,,,,,,,,sample,0.019,,,concentrated,0.018,,,,,expenditure,0.016,,,,,,,,
364,,,,,,,,,,,,,,,,,strong,0.019,,,consider,0.018,,,,,fails,0.016,,,,,,,,
365,,,,,,,,,,,,,,,,,structure,0.019,,,constant,0.018,,,,,first,0.016,,,,,,,,
366,,,,,,,,,,,,,,,,,yield,0.019,,,construct,0.018,,,,,formation,0.016,,,,,,,,
367,,,,,,,,,,,,,,,,,also,0.017,,,correlation,0.018,,,,,fundamentally,0.016,,,,,,,,
368,,,,,,,,,,,,,,,,,appear,0.017,,,date,0.018,,,,,going,0.016,,,,,,,,
369,,,,,,,,,,,,,,,,,based,0.017,,,determined,0.018,,,,,good,0.016,,,,,,,,
370,,,,,,,,,,,,,,,,,change,0.017,,,develops,0.018,,,,,green,0.016,,,,,,,,
371,,,,,,,,,,,,,,,,,consistent,0.017,,,directly,0.018,,,,,group,0.016,,,,,,,,
372,,,,,,,,,,,,,,,,,corporate,0.017,,,effective,0.018,,,,,hand,0.016,,,,,,,,
373,,,,,,,,,,,,,,,,,cross,0.017,,,excess,0.018,,,,,hirshleifer,0.016,,,,,,,,
374,,,,,,,,,,,,,,,,,explanation,0.017,,,explained,0.018,,,,,hodrick,0.016,,,,,,,,
375,,,,,,,,,,,,,,,,,observed,0.017,,,form,0.018,,,,,iii,0.016,,,,,,,,
376,,,,,,,,,,,,,,,,,one,0.017,,,framework,0.018,,,,,implies,0.016,,,,,,,,
377,,,,,,,,,,,,,,,,,provide,0.017,,,free,0.018,,,,,international,0.016,,,,,,,,
378,,,,,,,,,,,,,,,,,significant,0.017,,,greater,0.018,,,,,interpretation,0.016,,,,,,,,
379,,,,,,,,,,,,,,,,,size,0.017,,,hold,0.018,,,,,investing,0.016,,,,,,,,
380,,,,,,,,,,,,,,,,,test,0.017,,,however,0.018,,,,,largely,0.016,,,,,,,,
381,,,,,,,,,,,,,,,,,wealth,0.017,,,industry,0.018,,,,,like,0.016,,,,,,,,
382,,,,,,,,,,,,,,,,,whether,0.017,,,likely,0.018,,,,,managerial,0.016,,,,,,,,
383,,,,,,,,,,,,,,,,,cost,0.016,,,loss,0.018,,,,,matched,0.016,,,,,,,,
384,,,,,,,,,,,,,,,,,factor,0.016,,,make,0.018,,,,,measuring,0.016,,,,,,,,
385,,,,,,,,,,,,,,,,,investment,0.016,,,moreover,0.018,,,,,news,0.016,,,,,,,,
386,,,,,,,,,,,,,,,,,optimal,0.016,,,number,0.018,,,,,outcome,0.016,,,,,,,,
387,,,,,,,,,,,,,,,,,pricing,0.016,,,origin,0.018,,,,,passive,0.016,,,,,,,,
388,,,,,,,,,,,,,,,,,result,0.016,,,part,0.018,,,,,phenomenon,0.016,,,,,,,,
389,,,,,,,,,,,,,,,,,study,0.016,,,process,0.018,,,,,poor,0.016,,,,,,,,
390,,,,,,,,,,,,,,,,,empirical,0.014,,,profit,0.018,,,,,population,0.016,,,,,,,,
391,,,,,,,,,,,,,,,,,performance,0.014,,,question,0.018,,,,,possible,0.016,,,,,,,,
392,,,,,,,,,,,,,,,,,investor,0.013,,,section,0.018,,,,,premia,0.016,,,,,,,,
393,,,,,,,,,,,,,,,,,risk,0.012,,,similar,0.018,,,,,previous,0.016,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,strategy,0.018,,,,,professional,0.016,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,suggest,0.018,,,,,profitability,0.016,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,support,0.018,,,,,provides,0.016,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,turn,0.018,,,,,received,0.016,,,,,,,,
